Family ID	0.359276	1.64072	
OG0000014	2.56266e-118	6.33611e-56	
OG0000015	1.51687e-233	1.72479e-108	
OG0000020	4.53461e-92	8.13542e-49	
OG0000021	2.05959e-86	1.72066e-44	
OG0000023	2.49879e-116	1.70491e-55	
OG0000025	3.70372e-109	9.88627e-55	
OG0000029	1.13927e-62	1.26699e-34	
OG0000042	1.13089e-153	1.09356e-69	
OG0000046	4.73448e-70	1.147e-40	
OG0000047	7.04175e-148	4.76464e-71	
OG0000048	3.11567e-67	1.44504e-37	
OG0000051	6.7956e-107	2.62109e-51	
OG0000052	3.11751e-67	8.25787e-36	
OG0000053	3.79891e-83	8.29268e-44	
OG0000055	2.15356e-108	1.77605e-53	
OG0000060	7.27051e-53	4.78652e-32	
OG0000061	2.52277e-53	1.1875e-30	
OG0000066	1.36579e-150	2.11036e-71	
OG0000067	3.06868e-92	1.62321e-47	
OG0000068	9.12353e-110	2.15047e-51	
OG0000069	1.23836e-62	6.03796e-35	
OG0000070	2.96953e-68	1.63893e-37	
OG0000072	5.14454e-61	4.32951e-33	
OG0000074	5.68777e-50	6.50204e-30	
OG0000075	2.73492e-38	3.12245e-25	
OG0000077	3.5532e-49	3.99767e-32	
OG0000080	9.7532e-65	5.90292e-35	
OG0000083	2.65854e-46	2.99722e-27	
OG0000085	5.6624e-44	2.31063e-26	
OG0000086	1.04023e-53	3.21337e-30	
OG0000090	5.92427e-30	1.26156e-21	
OG0000091	3.36676e-101	3.75159e-52	
OG0000093	1.03654e-81	1.30682e-40	
OG0000095	1.86699e-43	1.29358e-27	
OG0000096	2.79584e-64	2.88486e-33	
OG0000097	6.79259e-140	3.09415e-70	
OG0000098	2.19703e-142	3.84373e-69	
OG0000099	1.38369e-32	2.73631e-22	
OG0000100	4.71785e-22	4.45135e-20	
OG0000101	3.16828e-24	6.23364e-20	
OG0000102	1.00829e-22	4.25567e-20	
OG0000103	7.76248e-85	1.46248e-43	
OG0000105	2.70009e-66	3.63692e-33	
OG0000106	9.67977e-29	8.20578e-22	
OG0000107	2.50516e-101	8.10975e-50	
OG0000108	5.1515e-49	1.70263e-29	
OG0000109	1.07071e-116	2.24062e-58	
OG0000111	1.55557e-49	3.47819e-28	
OG0000113	6.0804e-40	2.64408e-27	
OG0000120	2.83315e-61	3.0139e-34	
OG0000126	1.1091e-29	1.48503e-21	
OG0000129	4.38177e-32	8.14403e-22	
OG0000130	3.52168e-66	1.23249e-36	
OG0000133	3.73347e-48	2.5287e-28	
OG0000135	7.1606e-44	1.88532e-26	
OG0000139	2.24585e-47	1.08484e-28	
OG0000140	2.36594e-46	3.39382e-30	
OG0000144	3.08536e-88	4.1739e-45	
OG0000147	9.57913e-53	2.82504e-30	
OG0000150	1.1316e-106	1.79643e-52	
OG0000151	9.08867e-132	5.23864e-67	
OG0000153	4.53383e-30	3.63034e-20	
OG0000155	9.24329e-57	2.92413e-31	
OG0000158	1.03461e-32	1.15209e-22	
OG0000159	8.04229e-75	2.27636e-39	
OG0000161	2.00666e-34	1.82278e-22	
OG0000163	8.11086e-29	1.13846e-20	
OG0000165	4.82922e-52	4.79973e-32	
OG0000169	8.52062e-30	4.16343e-21	
OG0000175	8.38302e-82	5.64008e-43	
OG0000176	3.6021e-53	6.99316e-32	
OG0000177	1.07896e-40	9.24041e-27	
OG0000180	1.38395e-35	8.69847e-25	
OG0000184	6.98994e-106	9.66024e-53	
OG0000189	4.74931e-63	5.27301e-34	
OG0000196	7.79567e-38	1.91434e-22	
OG0000197	4.49942e-39	1.03613e-24	
OG0000198	9.454e-44	3.49556e-28	
OG0000200	4.31323e-24	2.44912e-19	
OG0000203	6.53691e-32	7.74073e-23	
OG0000204	3.30833e-39	6.82814e-24	
OG0000205	4.90788e-69	3.61792e-35	
OG0000206	1.15183e-37	6.42075e-26	
OG0000207	1.84494e-24	2.42777e-19	
OG0000208	6.08035e-72	8.33895e-38	
OG0000209	1.00211e-37	2.12331e-25	
OG0000211	4.85084e-31	4.18047e-22	
OG0000212	3.84366e-76	7.15384e-35	
OG0000213	2.63006e-28	3.31846e-21	
OG0000214	9.36289e-25	2.96249e-19	
OG0000215	1.90483e-104	3.67982e-51	
OG0000217	2.38595e-23	8.67324e-19	
OG0000218	1.18771e-26	9.86718e-20	
OG0000219	5.31842e-26	1.38979e-19	
OG0000222	1.51875e-36	4.46435e-25	
OG0000223	7.28117e-41	6.92915e-24	
OG0000224	3.45119e-28	7.58555e-20	
OG0000225	4.98732e-31	2.95651e-21	
OG0000226	1.72958e-18	1.91287e-17	
OG0000228	1.16978e-15	1.17141e-16	
OG0000229	1.76119e-50	2.18326e-30	
OG0000235	2.02731e-31	7.52608e-21	
OG0000236	5.02083e-31	2.54135e-22	
OG0000243	1.35679e-43	1.39756e-28	
OG0000247	8.92401e-23	4.81825e-18	
OG0000248	3.94843e-29	6.90116e-21	
OG0000250	2.19811e-21	2.83759e-17	
OG0000251	9.1357e-44	7.51403e-28	
OG0000255	4.83139e-106	3.94675e-55	
OG0000257	3.69454e-105	3.04047e-55	
OG0000259	1.64043e-30	9.96232e-21	
OG0000260	7.78576e-67	1.56038e-33	
OG0000261	9.19946e-43	6.07243e-26	
OG0000265	2.18884e-49	1.91162e-28	
OG0000268	3.56526e-45	1.79626e-25	
OG0000269	1.50351e-17	1.3345e-16	
OG0000271	9.78691e-74	1.12942e-38	
OG0000272	5.14595e-103	1.20421e-53	
OG0000273	4.63769e-19	2.77364e-16	
OG0000274	4.14601e-37	1.21081e-24	
OG0000275	4.89028e-24	1.05685e-17	
OG0000277	3.31966e-39	1.61366e-24	
OG0000278	6.00502e-25	4.70543e-19	
OG0000280	3.65579e-32	4.50209e-22	
OG0000281	1.59763e-27	1.9469e-19	
OG0000284	1.81979e-25	3.05281e-19	
OG0000285	3.73728e-73	4.03569e-34	
OG0000288	8.00264e-27	2.91053e-21	
OG0000289	6.60981e-32	3.67251e-22	
OG0000290	1.54139e-24	2.32635e-18	
