FamilyID	Streptanthus<1>	Cam<2>	Spi<3>	Rsq<4>	Boh<5>	Tpa<6>	Tar<7>	Aal<8>	Dni<9>	Ath<10>	Aly<11>	Chi<12>	Esy<13>	Aar<14>	<15>	<16>	<17>	<18>	<19>	<20>	<21>	<22>	<23>	<24>	<25>	<26>	<27>
OG0000330	-6	12	-3	1	0	1	0	-3	0	-1	0	4	2	-1	0	1	0	0	0	1	0	0	0	2	-1	0	-2
OG0000333	-1	0	9	-3	1	-1	0	1	3	-2	0	0	5	-3	0	1	0	0	0	0	0	0	-2	0	2	0	0
OG0000335	-3	0	2	-3	3	-2	1	4	-1	1	-1	1	5	4	0	1	0	0	0	0	0	0	-1	0	0	0	0
OG0000336	-2	0	1	1	0	-1	2	0	-1	3	-1	1	7	-2	0	1	0	0	0	0	0	0	-1	1	-1	1	0
OG0000337	-3	2	4	-2	0	-2	-1	-1	-1	0	2	0	20	-2	0	1	0	0	0	0	0	2	0	0	-2	1	1
OG0000338	-1	2	-1	1	0	-2	0	11	-3	0	0	-1	1	0	0	0	0	0	0	0	1	0	0	3	2	0	0
OG0000340	0	1	-3	2	0	-1	0	0	-2	0	0	0	-1	1	0	1	0	0	0	1	0	0	2	1	0	0	0
OG0000341	-1	3	-2	0	2	-1	-1	4	-2	1	0	-1	1	7	0	0	0	0	0	0	0	0	0	5	0	0	1
OG0000343	-2	0	8	-2	3	-1	-2	2	1	0	0	1	-2	13	0	0	0	0	0	0	0	0	-1	0	3	0	-1
OG0000344	-3	2	0	0	2	-1	4	0	-3	-2	0	0	3	-1	0	1	0	0	1	0	0	0	0	1	-1	0	0
OG0000345	-3	0	0	0	0	-1	1	3	-3	0	2	0	-2	3	0	0	1	0	1	0	0	0	0	1	0	0	0
OG0000347	0	1	0	1	2	0	2	2	-2	0	0	2	-4	1	0	0	1	0	0	0	0	0	0	3	0	0	-1
OG0000349	-1	4	0	3	-2	-1	0	2	-1	0	2	0	1	-3	0	1	0	0	0	0	0	0	0	1	0	0	1
OG0000350	0	2	-4	1	0	-1	0	0	-1	0	0	0	0	0	0	0	1	0	0	1	0	0	2	2	-1	0	0
OG0000352	0	0	0	0	5	3	-2	-5	34	1	0	-2	-2	-1	0	0	0	1	0	0	0	-3	0	6	3	0	0
OG0000356	-5	2	2	0	0	-3	4	0	-2	-1	0	2	-3	6	0	0	0	0	2	0	0	0	0	2	0	0	0
OG0000357	-2	5	0	1	0	-1	2	2	-4	0	0	1	0	0	0	0	0	0	1	0	1	0	0	3	0	0	-1
OG0000358	-3	1	0	0	3	-1	1	0	1	0	0	2	5	-2	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000360	-3	1	8	0	-2	-1	-2	6	-3	0	1	0	1	-2	0	1	0	0	0	0	0	1	0	0	0	0	0
OG0000361	0	1	-2	1	2	-2	0	2	-1	0	-1	0	0	0	0	1	0	0	0	0	0	0	0	4	0	0	-1
OG0000362	2	0	-3	4	0	-2	0	0	-2	0	0	0	-1	-1	0	0	1	0	0	1	1	0	4	1	-2	1	2
OG0000363	-5	2	0	-4	9	-2	0	-4	5	0	1	2	2	-3	0	1	0	0	0	0	0	0	0	0	0	1	0
OG0000369	0	0	2	-3	4	0	-4	1	2	2	-2	4	8	-1	0	1	0	0	-1	0	0	0	-4	0	2	1	0
OG0000378	-4	4	0	-1	0	-1	5	-3	2	2	0	2	1	1	0	1	0	0	0	-1	0	0	0	-3	0	2	1
OG0000379	0	1	-1	0	2	-1	0	0	0	0	0	0	1	2	0	0	0	0	0	1	1	0	1	1	-1	0	0
OG0000380	-1	3	-1	2	0	0	0	2	-2	0	1	0	2	-1	0	0	0	0	0	0	0	0	0	5	0	0	1
