FamilyID	Streptanthus<1>	Cam<2>	Spi<3>	Rsq<4>	Boh<5>	Tpa<6>	Tar<7>	Aal<8>	Dni<9>	Ath<10>	Aly<11>	Chi<12>	Esy<13>	Aar<14>	<15>	<16>	<17>	<18>	<19>	<20>	<21>	<22>	<23>	<24>	<25>	<26>	<27>
OG0000289	6.40423e-05	0.0668245	0.0121242	0.881217	0.0713093	0.688502	0.905165	0.276254	0.903427	0.850001	0.850001	0.902899	0.0873346	0.189719	N/A	0.0334084	0.709854	0.659645	0.730087	0.736234	0.659645	0.0616444	0.700036	0.00554013	0.11669	0.811681	0.85868
OG0000290	0.0289579	0.0668245	0.810315	0.795244	0.250571	0.868543	0.504842	0.857781	0.857781	0.0985546	0.89403	0.339901	0.0131084	0.189719	N/A	0.121091	0.686596	0.639373	0.706247	0.329527	0.616956	0.744259	0.700036	0.76823	0.535851	0.0195438	0.116943
OG0000291	0.5	0.5	0.5	0.0768231	0.000264124	0.505814	0.504842	0.0175196	0.0874526	0.0193505	0.720306	0.138833	0.646004	0.883907	N/A	0.649872	0.628502	0.59213	0.018354	0.149323	0.659645	8.05752e-07	0.5	2.76763e-13	0.768712	0.344792	0.73352
OG0000292	0.0588569	0.251856	0.370083	0.004485	0.0100642	0.355889	0.545991	0.887148	0.32554	0.58182	0.850001	0.902899	0.00466406	0.901863	N/A	0.0334084	0.709854	0.659645	0.730087	0.736234	0.659645	0.795931	0.753103	0.817197	0.846758	0.811681	0.85868
OG0000293	0.0186104	0.314022	0.00733209	0.839646	0.839646	0.355889	0.504842	0.875018	0.635691	0.322781	0.832534	0.68033	0.0131084	0.189719	N/A	0.121091	0.686596	0.639373	0.706247	0.149323	0.659645	0.125052	0.789804	0.817197	0.82887	0.790119	0.842393
OG0000294	0.00537406	0.000528776	0.834291	0.864954	0.15321	0.657798	0.895806	0.0122805	0.131176	0.0806178	0.251884	0.535944	0.697247	0.475215	N/A	0.0917303	0.100739	0.639373	0.706247	0.712298	0.639373	0.773273	0.729105	0.0217519	0.315116	0.246115	0.38875
OG0000295	6.68792e-07	0.120416	0.0628215	0.00105179	0.299184	0.505814	0.0270846	0.43287	0.281197	0.850001	0.850001	0.00370535	0.0220403	0.119175	N/A	0.683855	0.100739	0.639373	0.143276	0.736234	0.659645	0.795931	0.753103	0.515173	0.82887	0.116801	0.630383
OG0000297	0.00109677	0.0415392	0.429926	0.00879981	2.25472e-05	0.00072439	0.649257	0.00326535	2.21811e-10	0.139312	0.0260923	0.00769664	0.167292	6.28871e-06	N/A	0.683855	0.659705	0.616956	0.678108	0.683855	0.616956	0.380834	0.664568	0.76823	0.804184	0.761868	0.819572
OG0000301	0.0588569	9.72155e-05	0.851552	0.0002595	0.0100642	0.895092	0.545991	0.875018	0.635691	0.850001	0.850001	0.902899	0.310584	0.713269	N/A	0.121091	0.124695	0.659645	0.730087	0.736234	0.659645	0.795931	0.753103	0.817197	0.5749	0.811681	0.85868
OG0000304	4.49361e-06	2.029e-11	0.834291	3.82734e-05	0.03411	0.120579	0.895806	0.0351949	0.377216	0.0370699	0.658423	0.910458	0.731759	0.278147	N/A	0.121091	0.686596	0.639373	0.706247	0.712298	0.639373	0.773273	0.729105	0.7961	0.535851	0.116801	0.165473
OG0000305	0.5	0.5	0.5	0.0156682	5.45715e-08	0.304681	0.339898	0.5	0.5	0.5	0.5	0.5	0.563707	8.81098e-27	N/A	0.227718	0.138385	0.534012	0.557295	0.559773	0.534012	0.133042	0.5	0.0550532	0.194451	0.148729	0.5
OG0000307	0.00537406	0.0135378	0.546704	9.3103e-05	0.159925	0.884096	0.233078	0.169756	0.0566774	0.435428	0.873341	0.535944	0.167292	0.119175	N/A	0.683855	0.100739	0.639373	0.706247	0.712298	0.639373	0.773273	0.729105	0.7961	0.82887	0.246115	0.137264
OG0000311	0.503933	0.000713291	0.221149	3.82734e-05	9.70878e-06	0.46267	0.504842	0.43287	0.635691	0.850001	0.850001	0.902899	0.522099	0.393743	N/A	0.683855	0.100739	0.639373	0.706247	0.712298	0.639373	0.221433	0.19652	0.7961	0.82887	0.246115	0.85868
OG0000312	0.653442	0.00666979	1.71962e-05	0.195312	1.56052e-07	0.0573218	0.50297	0.046305	0.00376757	0.5	0.5	0.5	0.646004	3.27758e-14	N/A	0.649872	0.194744	0.564594	0.604938	0.609052	0.034574	0.706535	0.250547	0.00625006	0.715631	0.00929416	0.5
OG0000316	0.0588569	0.251856	0.124463	0.839646	0.56001	0.355889	0.715741	0.476958	0.668126	0.637579	0.100749	0.339901	0.0644856	0.853815	N/A	0.0614822	0.000700638	0.659645	0.730087	0.736234	0.659645	0.795931	0.753103	0.817197	0.846758	0.0746855	0.880339
OG0000318	0.0018571	0.0741294	0.00487525	0.0248484	0.341476	0.355889	0.0270846	0.695225	0.280819	0.808323	0.493111	0.00364463	0.0961489	0.901863	N/A	0.121091	0.686596	0.639373	0.143276	0.736234	0.659645	0.257533	0.773067	0.817197	0.00137264	0.790119	0.563291
OG0000319	6.40423e-05	1.57672e-05	0.810315	0.00879981	0.250571	0.868543	0.233078	0.229332	0.857781	0.873341	0.173242	0.902899	0.0131084	0.0740698	N/A	0.121091	0.686596	0.639373	0.706247	0.329527	0.616956	0.744259	0.700036	0.76823	0.535851	0.246115	0.137264
OG0000321	6.40423e-05	0.177622	0.0716332	0.000364534	0.795244	0.00499681	2.43564e-05	0.0351949	0.377216	4.23117e-07	0.380949	0.910458	0.200531	0.577762	N/A	0.609052	0.00623984	0.616956	0.678108	0.683855	0.616956	0.744259	0.700036	0.76823	0.804184	0.0114461	0.00628203
OG0000326	0.825318	0.314022	0.00662531	0.129911	0.853854	0.0202268	0.687741	0.0271935	0.0566774	0.850001	0.850001	0.892965	0.427022	0.278147	N/A	0.121091	0.686596	0.639373	0.706247	0.712298	0.0855573	0.795931	0.0786129	0.294843	0.82887	0.790119	0.344639
OG0000329	0.00666979	0.653442	0.722591	0.402013	0.0801828	0.556625	0.861584	0.169329	0.831059	0.903191	0.125881	0.0334849	0.697247	0.0142057	N/A	0.683855	0.659705	0.177662	0.644727	0.649872	0.59213	0.31663	0.620988	0.730575	0.768712	3.49978e-05	0.0986233
OG0000330	6.68792e-07	4.84376e-10	0.0327613	0.410292	0.864954	0.505814	0.895806	0.0351949	0.857781	0.426148	0.773282	0.0480334	0.310584	0.901863	N/A	0.121091	0.686596	0.639373	0.706247	0.149323	0.659645	0.795931	0.753103	0.0799296	0.535851	0.790119	0.199063
OG0000333	0.31064	0.702772	4.3517e-06	0.0159179	0.299184	0.657798	0.895806	0.512617	0.100335	0.179958	0.832534	0.892965	0.0363378	0.189719	N/A	0.121091	0.686596	0.639373	0.706247	0.712298	0.639373	0.773273	0.0252828	0.7961	0.0913123	0.790119	0.842393
OG0000335	0.00276453	0.740416	0.0977405	0.0159179	0.03411	0.310746	0.504842	0.0271935	0.635691	0.322781	0.543167	0.494228	0.0363378	0.0740698	N/A	0.121091	0.686596	0.639373	0.706247	0.712298	0.639373	0.773273	0.357276	0.7961	0.82887	0.790119	0.842393
OG0000337	0.00892649	0.120416	0.0140429	0.0598176	0.795244	0.256863	0.649257	0.436188	0.436188	0.850001	0.121879	0.892965	6.09985e-08	0.475215	N/A	0.0917303	0.659705	0.616956	0.678108	0.683855	0.616956	0.069806	0.753103	0.76823	0.133716	0.203441	0.344639
OG0000338	0.426111	0.0935285	0.546704	0.410292	0.864954	0.256863	0.882372	1.42849e-05	0.131176	0.808323	0.808323	0.641071	0.370973	0.713269	N/A	0.683855	0.659705	0.616956	0.678108	0.683855	0.0687835	0.773273	0.729105	0.0217519	0.0667012	0.761868	0.819572
OG0000341	0.374414	0.00778578	0.142089	0.873873	0.175792	0.616288	0.649257	0.0156609	0.229332	0.322781	0.832534	0.641071	0.370973	0.00703063	N/A	0.683855	0.659705	0.616956	0.678108	0.683855	0.616956	0.744259	0.700036	0.000424235	0.804184	0.761868	0.292275
OG0000343	0.0164563	0.702772	8.90767e-06	0.0598176	0.0206635	0.616288	0.298312	0.244065	0.512617	0.773282	0.773282	0.439605	0.522099	7.21608e-05	N/A	0.683855	0.659705	0.616956	0.678108	0.683855	0.616956	0.744259	0.308337	0.76823	0.0242286	0.761868	0.514307
OG0000352	0.5	0.5	0.5	0.873873	0.00714116	0.0461117	0.229258	0.0030212	1.03004e-18	0.145758	0.720306	0.138833	0.200531	0.853815	N/A	0.609052	0.592171	0.034574	0.644727	0.649872	0.59213	0.00119798	0.5	1.7865e-05	0.0122324	0.672589	0.73352
OG0000356	3.42555e-05	0.120416	0.124463	0.864954	0.864954	0.15405	0.0770344	0.857781	0.229332	0.493111	0.808323	0.172941	0.167292	0.0142057	N/A	0.683855	0.659705	0.616956	0.0309079	0.736234	0.659645	0.795931	0.753103	0.0799296	0.804184	0.761868	0.819572
OG0000357	0.0588569	0.000420589	0.851552	0.438376	0.873873	0.657798	0.233078	0.128646	0.00326535	0.773282	0.773282	0.439605	0.697247	0.713269	N/A	0.683855	0.659705	0.616956	0.116074	0.712298	0.0855573	0.795931	0.753103	0.0326237	0.804184	0.761868	0.514307
OG0000360	0.00892649	0.251856	5.24499e-05	0.820881	0.159925	0.657798	0.354226	0.00292097	0.0566774	0.832534	0.322781	0.892965	0.427022	0.542824	N/A	0.121091	0.686596	0.639373	0.706247	0.712298	0.639373	0.221433	0.753103	0.7961	0.82887	0.790119	0.842393
OG0000362	0.120985	0.847437	0.0327613	0.0152961	0.853854	0.310746	0.882372	0.78492	0.046305	0.863122	0.863122	0.892965	0.879268	0.883907	N/A	0.649872	0.0760934	0.616956	0.678108	0.121091	0.0855573	0.795931	0.00111418	0.294843	0.133716	0.203441	0.108411
OG0000363	4.49361e-06	0.0935285	0.834291	0.00105179	1.85462e-06	0.310746	0.895806	0.014543	0.0075791	0.850001	0.36618	0.267264	0.310584	0.189719	N/A	0.121091	0.686596	0.639373	0.706247	0.712298	0.639373	0.773273	0.729105	0.7961	0.82887	0.246115	0.85868
OG0000369	0.5	0.5	0.0716332	0.00879981	0.00324905	0.868543	0.00886507	0.512617	0.244065	0.121879	0.21757	0.0707272	0.00374313	0.901863	N/A	0.121091	0.686596	0.639373	0.319635	0.683855	0.616956	0.744259	1.76264e-05	0.76823	0.0913123	0.246115	0.85868
OG0000378	6.40423e-05	0.000874064	0.810315	0.183621	0.625428	0.616288	0.0172695	0.0566774	0.169756	0.173242	0.873341	0.306049	0.427022	0.393743	N/A	0.121091	0.686596	0.639373	0.706247	0.329527	0.616956	0.744259	0.700036	0.0049863	0.82887	0.116801	0.426076
OG0000384	0.0164563	0.00371699	0.0447455	0.0359498	0.000284531	0.844335	0.125824	0.78492	0.78492	0.676095	0.00365808	0.892965	0.000470526	0.883907	N/A	0.649872	0.628502	0.59213	0.644727	0.649872	0.59213	0.706535	0.664568	0.730575	0.418391	0.0538506	0.00467659
OG0000386	0.00109677	0.702772	0.00146473	0.00879981	2.25472e-05	0.0456848	3.3182e-10	0.0175196	0.305863	0.0423999	0.832534	0.879028	0.200531	0.577762	N/A	0.609052	0.0509205	0.59213	0.0878643	0.683855	0.616956	0.744259	0.308337	0.76823	0.768712	0.156554	0.292275
