#FamilyID	Gamma Cat Mean	Likelihood of Category	Likelihood of Family	Posterior Probability	Significant
OG0005310	0.359276	5.62312e-08	5.758e-08	0.976575	*
OG0005310	1.64072	1.34882e-09	5.758e-08	0.0234252	N/S
OG0005311	0.359276	3.64763e-08	3.81806e-08	0.955363	*
OG0005311	1.64072	1.70428e-09	3.81806e-08	0.0446375	N/S
OG0005312	0.359276	1.04467e-08	1.12082e-08	0.932059	N/S
OG0005312	1.64072	7.61497e-10	1.12082e-08	0.0679412	N/S
OG0005313	0.359276	7.04041e-08	7.26083e-08	0.969642	*
OG0005313	1.64072	2.20421e-09	7.26083e-08	0.0303576	N/S
OG0005314	0.359276	5.58592e-09	6.52117e-09	0.856583	N/S
OG0005314	1.64072	9.35248e-10	6.52117e-09	0.143417	N/S
OG0005315	0.359276	1.05159e-07	1.07048e-07	0.982355	*
OG0005315	1.64072	1.8889e-09	1.07048e-07	0.0176454	N/S
OG0005316	0.359276	6.07365e-08	6.29784e-08	0.964403	*
OG0005316	1.64072	2.24185e-09	6.29784e-08	0.0355971	N/S
OG0005317	0.359276	1.31879e-06	1.32278e-06	0.996988	*
OG0005317	1.64072	3.98443e-09	1.32278e-06	0.00301217	N/S
OG0005318	0.359276	1.44774e-07	1.47134e-07	0.983957	*
OG0005318	1.64072	2.36041e-09	1.47134e-07	0.0160426	N/S
OG0005319	0.359276	2.01011e-06	2.01507e-06	0.99754	*
OG0005319	1.64072	4.95736e-09	2.01507e-06	0.00246014	N/S
OG0005320	0.359276	1.05159e-07	1.07048e-07	0.982355	*
OG0005320	1.64072	1.8889e-09	1.07048e-07	0.0176454	N/S
OG0005321	0.359276	3.47331e-07	3.501e-07	0.992093	*
OG0005321	1.64072	2.7684e-09	3.501e-07	0.00790746	N/S
OG0005322	0.359276	3.62988e-07	3.64841e-07	0.99492	*
OG0005322	1.64072	1.85345e-09	3.64841e-07	0.00508015	N/S
OG0005323	0.359276	1.95572e-08	2.07127e-08	0.944216	N/S
OG0005323	1.64072	1.15544e-09	2.07127e-08	0.0557841	N/S
OG0005324	0.359276	2.60536e-08	2.71865e-08	0.958331	*
OG0005324	1.64072	1.13282e-09	2.71865e-08	0.0416686	N/S
OG0005325	0.359276	1.11683e-12	2.73075e-11	0.0408984	N/S
OG0005325	1.64072	2.61906e-11	2.73075e-11	0.959102	*
OG0005326	0.359276	6.15349e-08	6.38709e-08	0.963425	*
OG0005326	1.64072	2.33606e-09	6.38709e-08	0.0365746	N/S
OG0005327	0.359276	5.42273e-10	7.68016e-10	0.70607	N/S
OG0005327	1.64072	2.25743e-10	7.68016e-10	0.29393	N/S
OG0005328	0.359276	1.32841e-05	1.32906e-05	0.999507	*
OG0005328	1.64072	6.5473e-09	1.32906e-05	0.000492626	N/S
OG0005329	0.359276	2.36085e-08	2.49526e-08	0.946136	N/S
OG0005329	1.64072	1.34403e-09	2.49526e-08	0.0538635	N/S
OG0005330	0.359276	1.80652e-06	1.8111e-06	0.997469	*
OG0005330	1.64072	4.58365e-09	1.8111e-06	0.00253086	N/S
OG0005331	0.359276	1.14591e-07	1.16687e-07	0.982041	*
OG0005331	1.64072	2.09556e-09	1.16687e-07	0.0179588	N/S
OG0005332	0.359276	9.45343e-12	5.03581e-11	0.187724	N/S
OG0005332	1.64072	4.09047e-11	5.03581e-11	0.812276	N/S
OG0005333	0.359276	6.96615e-10	9.83149e-10	0.708555	N/S
OG0005333	1.64072	2.86533e-10	9.83149e-10	0.291445	N/S
OG0005334	0.359276	2.01011e-06	2.01507e-06	0.99754	*
OG0005334	1.64072	4.95736e-09	2.01507e-06	0.00246014	N/S
OG0005335	0.359276	1.74514e-09	2.60913e-09	0.668858	N/S
OG0005335	1.64072	8.63991e-10	2.60913e-09	0.331142	N/S
OG0005336	0.359276	1.27047e-14	1.2293e-12	0.0103349	N/S
OG0005336	1.64072	1.21659e-12	1.2293e-12	0.989665	*
OG0005337	0.359276	7.14578e-08	7.38488e-08	0.967623	*
OG0005337	1.64072	2.39101e-09	7.38488e-08	0.032377	N/S
OG0005338	0.359276	9.81557e-07	9.85264e-07	0.996237	*
OG0005338	1.64072	3.70751e-09	9.85264e-07	0.00376296	N/S
OG0005339	0.359276	7.87555e-07	7.90773e-07	0.99593	*
OG0005339	1.64072	3.2187e-09	7.90773e-07	0.00407032	N/S
OG0005340	0.359276	1.86263e-07	1.8824e-07	0.989495	*
OG0005340	1.64072	1.97746e-09	1.8824e-07	0.010505	N/S
OG0005341	0.359276	4.80041e-09	5.77779e-09	0.830838	N/S
OG0005341	1.64072	9.7738e-10	5.77779e-09	0.169162	N/S
OG0005342	0.359276	2.67674e-08	2.82176e-08	0.948607	N/S
OG0005342	1.64072	1.45018e-09	2.82176e-08	0.0513927	N/S
OG0005343	0.359276	3.66359e-07	3.69389e-07	0.991797	*
OG0005343	1.64072	3.02992e-09	3.69389e-07	0.00820251	N/S
OG0005345	0.359276	7.64388e-06	7.65065e-06	0.999115	*
OG0005345	1.64072	6.77308e-09	7.65065e-06	0.000885295	N/S
OG0005346	0.359276	1.17443e-06	1.17868e-06	0.996396	*
OG0005346	1.64072	4.24813e-09	1.17868e-06	0.00360415	N/S
OG0005347	0.359276	1.11555e-10	4.26709e-10	0.261432	N/S
OG0005347	1.64072	3.15154e-10	4.26709e-10	0.738568	N/S
OG0005349	0.359276	7.64388e-06	7.65065e-06	0.999115	*
OG0005349	1.64072	6.77308e-09	7.65065e-06	0.000885295	N/S
OG0005351	0.359276	9.81557e-07	9.85264e-07	0.996237	*
OG0005351	1.64072	3.70751e-09	9.85264e-07	0.00376296	N/S
OG0005352	0.359276	2.64204e-09	3.34764e-09	0.789224	N/S
OG0005352	1.64072	7.05603e-10	3.34764e-09	0.210776	N/S
OG0005353	0.359276	1.4008e-06	1.40556e-06	0.99662	*
OG0005353	1.64072	4.75082e-09	1.40556e-06	0.00338003	N/S
OG0005354	0.359276	2.36894e-09	3.07762e-09	0.769732	N/S
OG0005354	1.64072	7.08676e-10	3.07762e-09	0.230268	N/S
OG0005355	0.359276	2.13747e-07	2.16375e-07	0.987854	*
OG0005355	1.64072	2.62803e-09	2.16375e-07	0.0121457	N/S
OG0005356	0.359276	1.94403e-07	1.96219e-07	0.990749	*
OG0005356	1.64072	1.81527e-09	1.96219e-07	0.00925123	N/S
OG0005357	0.359276	7.64388e-06	7.65065e-06	0.999115	*
OG0005357	1.64072	6.77308e-09	7.65065e-06	0.000885295	N/S
OG0005358	0.359276	6.02062e-06	6.02574e-06	0.999149	*
OG0005358	1.64072	5.1285e-09	6.02574e-06	0.000851098	N/S
OG0005360	0.359276	4.41819e-09	5.06219e-09	0.872783	N/S
OG0005360	1.64072	6.43999e-10	5.06219e-09	0.127217	N/S
OG0005361	0.359276	1.3285e-07	1.34916e-07	0.984685	*
OG0005361	1.64072	2.06628e-09	1.34916e-07	0.0153153	N/S
OG0005362	0.359276	2.01011e-06	2.01507e-06	0.99754	*
OG0005362	1.64072	4.95736e-09	2.01507e-06	0.00246014	N/S
OG0005363	0.359276	5.26687e-07	5.29624e-07	0.994455	*
OG0005363	1.64072	2.93702e-09	5.29624e-07	0.00554548	N/S
OG0005364	0.359276	9.44247e-08	9.66807e-08	0.976665	*
OG0005364	1.64072	2.25609e-09	9.66807e-08	0.0233354	N/S
OG0005365	0.359276	8.12085e-08	8.34712e-08	0.972892	*
OG0005365	1.64072	2.26274e-09	8.34712e-08	0.027108	N/S
OG0005366	0.359276	4.42002e-08	4.60082e-08	0.960701	*
OG0005366	1.64072	1.80808e-09	4.60082e-08	0.0392991	N/S
OG0005367	0.359276	2.60539e-10	3.92606e-10	0.663613	N/S
OG0005367	1.64072	1.32068e-10	3.92606e-10	0.336387	N/S
OG0005368	0.359276	1.49292e-10	3.37507e-10	0.442338	N/S
OG0005368	1.64072	1.88215e-10	3.37507e-10	0.557662	N/S
OG0005369	0.359276	1.43185e-08	1.52928e-08	0.936288	N/S
OG0005369	1.64072	9.7434e-10	1.52928e-08	0.0637123	N/S
OG0005370	0.359276	2.13747e-07	2.16375e-07	0.987854	*
OG0005370	1.64072	2.62803e-09	2.16375e-07	0.0121457	N/S
OG0005371	0.359276	1.83387e-06	1.83875e-06	0.997346	*
OG0005371	1.64072	4.88004e-09	1.83875e-06	0.002654	N/S
OG0005372	0.359276	7.64388e-06	7.65065e-06	0.999115	*
OG0005372	1.64072	6.77308e-09	7.65065e-06	0.000885295	N/S
OG0005373	0.359276	9.81557e-07	9.85264e-07	0.996237	*
OG0005373	1.64072	3.70751e-09	9.85264e-07	0.00376296	N/S
OG0005374	0.359276	2.07666e-08	2.1899e-08	0.948293	N/S
OG0005374	1.64072	1.13232e-09	2.1899e-08	0.0517067	N/S
OG0005375	0.359276	4.65012e-08	4.8515e-08	0.95849	*
OG0005375	1.64072	2.01386e-09	4.8515e-08	0.0415101	N/S
OG0005376	0.359276	8.47559e-09	9.25406e-09	0.915878	N/S
OG0005376	1.64072	7.78467e-10	9.25406e-09	0.0841218	N/S
OG0005377	0.359276	7.64388e-06	7.65065e-06	0.999115	*
OG0005377	1.64072	6.77308e-09	7.65065e-06	0.000885295	N/S
OG0005378	0.359276	6.30528e-09	7.23353e-09	0.871674	N/S
OG0005378	1.64072	9.28247e-10	7.23353e-09	0.128326	N/S
OG0005379	0.359276	6.01063e-12	6.38633e-11	0.0941172	N/S
OG0005379	1.64072	5.78527e-11	6.38633e-11	0.905883	N/S
OG0005380	0.359276	2.22701e-08	2.35391e-08	0.946089	N/S
OG0005380	1.64072	1.26903e-09	2.35391e-08	0.0539115	N/S
OG0005381	0.359276	1.14591e-07	1.16687e-07	0.982041	*
OG0005381	1.64072	2.09556e-09	1.16687e-07	0.0179588	N/S
OG0005382	0.359276	2.85592e-07	2.88263e-07	0.990735	*
OG0005382	1.64072	2.67067e-09	2.88263e-07	0.00926472	N/S
OG0005383	0.359276	5.6626e-08	5.87809e-08	0.96334	*
OG0005383	1.64072	2.15491e-09	5.87809e-08	0.03666	N/S
OG0005384	0.359276	2.06153e-09	2.49937e-09	0.824818	N/S
OG0005384	1.64072	4.37845e-10	2.49937e-09	0.175182	N/S
OG0005385	0.359276	4.25929e-09	5.08036e-09	0.838383	N/S
OG0005385	1.64072	8.21074e-10	5.08036e-09	0.161617	N/S
OG0005386	0.359276	2.13747e-07	2.16375e-07	0.987854	*
OG0005386	1.64072	2.62803e-09	2.16375e-07	0.0121457	N/S
OG0005387	0.359276	8.14536e-11	2.00901e-10	0.405441	N/S
OG0005387	1.64072	1.19447e-10	2.00901e-10	0.594559	N/S
OG0005388	0.359276	2.13747e-07	2.16375e-07	0.987854	*
OG0005388	1.64072	2.62803e-09	2.16375e-07	0.0121457	N/S
OG0005389	0.359276	9.81557e-07	9.85264e-07	0.996237	*
OG0005389	1.64072	3.70751e-09	9.85264e-07	0.00376296	N/S
OG0005390	0.359276	3.20951e-08	3.33998e-08	0.960936	*
OG0005390	1.64072	1.30473e-09	3.33998e-08	0.0390639	N/S
OG0005391	0.359276	6.35868e-10	1.09016e-09	0.583279	N/S
OG0005391	1.64072	4.54294e-10	1.09016e-09	0.416721	N/S
OG0005392	0.359276	3.8076e-09	4.16754e-09	0.913632	N/S
OG0005392	1.64072	3.59944e-10	4.16754e-09	0.0863683	N/S
OG0005393	0.359276	1.59053e-07	1.61339e-07	0.98583	*
OG0005393	1.64072	2.28624e-09	1.61339e-07	0.0141704	N/S
OG0005394	0.359276	2.60352e-07	2.62718e-07	0.990994	*
OG0005394	1.64072	2.36599e-09	2.62718e-07	0.00900581	N/S
OG0005395	0.359276	1.94576e-06	1.95069e-06	0.99747	*
OG0005395	1.64072	4.93466e-09	1.95069e-06	0.0025297	N/S
OG0005396	0.359276	1.0192e-07	1.03455e-07	0.985164	*
OG0005396	1.64072	1.53485e-09	1.03455e-07	0.0148359	N/S
OG0005397	0.359276	7.64388e-06	7.65065e-06	0.999115	*
OG0005397	1.64072	6.77308e-09	7.65065e-06	0.000885295	N/S
OG0005398	0.359276	2.54405e-08	2.69469e-08	0.944099	N/S
OG0005398	1.64072	1.50636e-09	2.69469e-08	0.0559009	N/S
OG0005399	0.359276	9.23155e-08	9.40955e-08	0.981084	*
OG0005399	1.64072	1.77993e-09	9.40955e-08	0.0189162	N/S
OG0005400	0.359276	7.87994e-08	8.07201e-08	0.976206	*
OG0005400	1.64072	1.92064e-09	8.07201e-08	0.0237938	N/S
OG0005401	0.359276	1.46385e-08	1.57814e-08	0.927582	N/S
OG0005401	1.64072	1.14285e-09	1.57814e-08	0.0724177	N/S
OG0005403	0.359276	1.68316e-10	2.88881e-10	0.582648	N/S
OG0005403	1.64072	1.20565e-10	2.88881e-10	0.417352	N/S
OG0005404	0.359276	1.61385e-09	2.14079e-09	0.753855	N/S
OG0005404	1.64072	5.26946e-10	2.14079e-09	0.246145	N/S
OG0005405	0.359276	1.07958e-06	1.08278e-06	0.997041	*
OG0005405	1.64072	3.20387e-09	1.08278e-06	0.00295892	N/S
OG0005406	0.359276	7.64388e-06	7.65065e-06	0.999115	*
OG0005406	1.64072	6.77308e-09	7.65065e-06	0.000885295	N/S
OG0005407	0.359276	1.00336e-08	1.07926e-08	0.92967	N/S
OG0005407	1.64072	7.59043e-10	1.07926e-08	0.0703299	N/S
OG0005408	0.359276	7.64388e-06	7.65065e-06	0.999115	*
OG0005408	1.64072	6.77308e-09	7.65065e-06	0.000885295	N/S
OG0005409	0.359276	1.3285e-07	1.34916e-07	0.984685	*
OG0005409	1.64072	2.06628e-09	1.34916e-07	0.0153153	N/S
OG0005410	0.359276	2.714e-09	3.36063e-09	0.807585	N/S
OG0005410	1.64072	6.46636e-10	3.36063e-09	0.192415	N/S
OG0005411	0.359276	5.62312e-08	5.758e-08	0.976575	*
OG0005411	1.64072	1.34882e-09	5.758e-08	0.0234252	N/S
OG0005412	0.359276	7.72623e-08	7.94514e-08	0.972448	*
OG0005412	1.64072	2.18904e-09	7.94514e-08	0.027552	N/S
OG0005413	0.359276	7.64388e-06	7.65065e-06	0.999115	*
OG0005413	1.64072	6.77308e-09	7.65065e-06	0.000885295	N/S
OG0005414	0.359276	1.05025e-08	1.13137e-08	0.928299	N/S
OG0005414	1.64072	8.11199e-10	1.13137e-08	0.0717008	N/S
OG0005415	0.359276	1.4008e-06	1.40556e-06	0.99662	*
OG0005415	1.64072	4.75082e-09	1.40556e-06	0.00338003	N/S
OG0005416	0.359276	7.64388e-06	7.65065e-06	0.999115	*
OG0005416	1.64072	6.77308e-09	7.65065e-06	0.000885295	N/S
OG0005417	0.359276	1.04924e-06	1.05304e-06	0.996396	*
OG0005417	1.64072	3.79564e-09	1.05304e-06	0.00360447	N/S
OG0005418	0.359276	4.0051e-08	4.15986e-08	0.962799	*
OG0005418	1.64072	1.54753e-09	4.15986e-08	0.0372014	N/S
OG0005419	0.359276	9.63124e-09	1.04401e-08	0.922526	N/S
OG0005419	1.64072	8.08837e-10	1.04401e-08	0.0774743	N/S
OG0005420	0.359276	6.6242e-08	6.79266e-08	0.9752	*
OG0005420	1.64072	1.68458e-09	6.79266e-08	0.0248	N/S
OG0005421	0.359276	7.64388e-06	7.65065e-06	0.999115	*
OG0005421	1.64072	6.77308e-09	7.65065e-06	0.000885295	N/S
OG0005422	0.359276	2.60191e-08	2.64427e-08	0.983982	*
OG0005422	1.64072	4.23551e-10	2.64427e-08	0.0160177	N/S
OG0005423	0.359276	1.30091e-06	1.30509e-06	0.996795	*
OG0005423	1.64072	4.1832e-09	1.30509e-06	0.00320529	N/S
OG0005424	0.359276	7.42266e-07	7.4545e-07	0.995729	*
OG0005424	1.64072	3.18364e-09	7.4545e-07	0.00427076	N/S
OG0005425	0.359276	2.13747e-07	2.16375e-07	0.987854	*
OG0005425	1.64072	2.62803e-09	2.16375e-07	0.0121457	N/S
OG0005426	0.359276	2.54405e-08	2.69469e-08	0.944099	N/S
OG0005426	1.64072	1.50636e-09	2.69469e-08	0.0559009	N/S
OG0005427	0.359276	1.68121e-09	2.22286e-09	0.756329	N/S
OG0005427	1.64072	5.41645e-10	2.22286e-09	0.243671	N/S
OG0005428	0.359276	8.71166e-09	9.43997e-09	0.922848	N/S
OG0005428	1.64072	7.28314e-10	9.43997e-09	0.0771521	N/S
OG0005429	0.359276	8.97611e-09	9.76197e-09	0.919498	N/S
OG0005429	1.64072	7.85861e-10	9.76197e-09	0.0805023	N/S
OG0005430	0.359276	3.25858e-13	1.62242e-11	0.0200847	N/S
OG0005430	1.64072	1.58983e-11	1.62242e-11	0.979915	*
OG0005431	0.359276	4.31689e-08	4.4256e-08	0.975437	*
OG0005431	1.64072	1.08705e-09	4.4256e-08	0.0245627	N/S
OG0005432	0.359276	1.24584e-06	1.25013e-06	0.996568	*
OG0005432	1.64072	4.29049e-09	1.25013e-06	0.00343205	N/S
OG0005433	0.359276	1.03242e-09	1.43414e-09	0.719884	N/S
OG0005433	1.64072	4.01725e-10	1.43414e-09	0.280116	N/S
OG0005434	0.359276	1.46385e-08	1.57814e-08	0.927582	N/S
OG0005434	1.64072	1.14285e-09	1.57814e-08	0.0724177	N/S
OG0005435	0.359276	4.48582e-08	4.66686e-08	0.961207	*
OG0005435	1.64072	1.8104e-09	4.66686e-08	0.0387927	N/S
OG0005436	0.359276	1.83387e-06	1.83875e-06	0.997346	*
OG0005436	1.64072	4.88004e-09	1.83875e-06	0.002654	N/S
OG0005437	0.359276	5.33242e-08	5.51141e-08	0.967524	*
OG0005437	1.64072	1.78988e-09	5.51141e-08	0.0324759	N/S
OG0005438	0.359276	9.05062e-11	1.89446e-10	0.477741	N/S
OG0005438	1.64072	9.89401e-11	1.89446e-10	0.522259	N/S
OG0005439	0.359276	2.41443e-09	2.68139e-09	0.900438	N/S
OG0005439	1.64072	2.66965e-10	2.68139e-09	0.0995622	N/S
OG0005440	0.359276	1.53633e-08	1.6404e-08	0.936557	N/S
OG0005440	1.64072	1.04072e-09	1.6404e-08	0.0634433	N/S
OG0005441	0.359276	9.23155e-08	9.40955e-08	0.981084	*
OG0005441	1.64072	1.77993e-09	9.40955e-08	0.0189162	N/S
OG0005442	0.359276	1.19784e-07	1.22556e-07	0.97738	*
OG0005442	1.64072	2.77216e-09	1.22556e-07	0.0226196	N/S
OG0005443	0.359276	2.50123e-07	2.52906e-07	0.988997	*
OG0005443	1.64072	2.78262e-09	2.52906e-07	0.0110026	N/S
OG0005444	0.359276	1.95572e-08	2.07127e-08	0.944216	N/S
OG0005444	1.64072	1.15544e-09	2.07127e-08	0.0557841	N/S
OG0005445	0.359276	1.56875e-08	1.65505e-08	0.947857	N/S
OG0005445	1.64072	8.6299e-10	1.65505e-08	0.0521429	N/S
OG0005446	0.359276	1.22532e-08	1.28225e-08	0.955597	*
OG0005446	1.64072	5.69354e-10	1.28225e-08	0.0444027	N/S
OG0005447	0.359276	2.69433e-08	2.83153e-08	0.951545	*
OG0005447	1.64072	1.37203e-09	2.83153e-08	0.0484553	N/S
OG0005448	0.359276	7.64388e-06	7.65065e-06	0.999115	*
OG0005448	1.64072	6.77308e-09	7.65065e-06	0.000885295	N/S
OG0005449	0.359276	1.46079e-06	1.46521e-06	0.996977	*
OG0005449	1.64072	4.42943e-09	1.46521e-06	0.00302306	N/S
OG0005450	0.359276	8.19173e-11	1.54629e-10	0.529767	N/S
OG0005450	1.64072	7.27117e-11	1.54629e-10	0.470233	N/S
OG0005451	0.359276	8.90709e-09	1.10288e-08	0.807624	N/S
OG0005451	1.64072	2.12167e-09	1.10288e-08	0.192376	N/S
OG0005452	0.359276	7.64388e-06	7.65065e-06	0.999115	*
OG0005452	1.64072	6.77308e-09	7.65065e-06	0.000885295	N/S
OG0005453	0.359276	2.79105e-08	2.93903e-08	0.949651	N/S
OG0005453	1.64072	1.47978e-09	2.93903e-08	0.0503492	N/S
OG0005454	0.359276	1.46385e-08	1.57814e-08	0.927582	N/S
OG0005454	1.64072	1.14285e-09	1.57814e-08	0.0724177	N/S
OG0005455	0.359276	3.9596e-08	4.11252e-08	0.962816	*
OG0005455	1.64072	1.52921e-09	4.11252e-08	0.0371843	N/S
OG0005456	0.359276	1.05159e-07	1.07048e-07	0.982355	*
OG0005456	1.64072	1.8889e-09	1.07048e-07	0.0176454	N/S
OG0005457	0.359276	1.88741e-08	1.98907e-08	0.948887	N/S
OG0005457	1.64072	1.01667e-09	1.98907e-08	0.0511128	N/S
OG0005458	0.359276	1.07047e-08	1.15708e-08	0.925146	N/S
OG0005458	1.64072	8.66116e-10	1.15708e-08	0.0748536	N/S
OG0005459	0.359276	1.52298e-07	1.54406e-07	0.986348	*
OG0005459	1.64072	2.10795e-09	1.54406e-07	0.013652	N/S
OG0005460	0.359276	9.7717e-08	9.93197e-08	0.983863	*
OG0005460	1.64072	1.60268e-09	9.93197e-08	0.0161366	N/S
OG0005461	0.359276	1.3285e-07	1.34916e-07	0.984685	*
OG0005461	1.64072	2.06628e-09	1.34916e-07	0.0153153	N/S
OG0005462	0.359276	2.90636e-08	3.04345e-08	0.954954	*
OG0005462	1.64072	1.37096e-09	3.04345e-08	0.0450461	N/S
OG0005463	0.359276	6.58871e-10	1.31072e-09	0.502681	N/S
OG0005463	1.64072	6.51844e-10	1.31072e-09	0.497319	N/S
OG0005464	0.359276	1.9474e-10	3.26812e-10	0.595876	N/S
OG0005464	1.64072	1.32073e-10	3.26812e-10	0.404124	N/S
OG0005465	0.359276	7.64388e-06	7.65065e-06	0.999115	*
OG0005465	1.64072	6.77308e-09	7.65065e-06	0.000885295	N/S
OG0005466	0.359276	1.37654e-08	1.48944e-08	0.924203	N/S
OG0005466	1.64072	1.12894e-09	1.48944e-08	0.0757967	N/S
OG0005467	0.359276	4.55741e-07	4.56619e-07	0.998077	*
OG0005467	1.64072	8.78118e-10	4.56619e-07	0.00192309	N/S
OG0005468	0.359276	6.41206e-10	9.16084e-10	0.699943	N/S
OG0005468	1.64072	2.74878e-10	9.16084e-10	0.300057	N/S
OG0005469	0.359276	2.83339e-08	2.9571e-08	0.958165	*
OG0005469	1.64072	1.2371e-09	2.9571e-08	0.0418351	N/S
OG0005470	0.359276	1.80652e-06	1.8111e-06	0.997469	*
OG0005470	1.64072	4.58365e-09	1.8111e-06	0.00253086	N/S
OG0005471	0.359276	1.14591e-07	1.16687e-07	0.982041	*
OG0005471	1.64072	2.09556e-09	1.16687e-07	0.0179588	N/S
OG0005472	0.359276	3.37956e-09	4.1434e-09	0.815648	N/S
OG0005472	1.64072	7.63844e-10	4.1434e-09	0.184352	N/S
OG0005473	0.359276	7.64388e-06	7.65065e-06	0.999115	*
OG0005473	1.64072	6.77308e-09	7.65065e-06	0.000885295	N/S
OG0005474	0.359276	5.80817e-09	6.34589e-09	0.915265	N/S
OG0005474	1.64072	5.37716e-10	6.34589e-09	0.0847346	N/S
OG0005475	0.359276	7.64388e-06	7.65065e-06	0.999115	*
OG0005475	1.64072	6.77308e-09	7.65065e-06	0.000885295	N/S
OG0005476	0.359276	3.59748e-14	7.8751e-13	0.0456818	N/S
OG0005476	1.64072	7.51535e-13	7.8751e-13	0.954318	*
OG0005477	0.359276	1.69693e-07	1.72156e-07	0.985694	*
OG0005477	1.64072	2.4629e-09	1.72156e-07	0.0143062	N/S
OG0005478	0.359276	1.83699e-07	1.86895e-07	0.982903	*
OG0005478	1.64072	3.19541e-09	1.86895e-07	0.0170974	N/S
OG0005480	0.359276	6.7815e-10	1.05768e-09	0.641165	N/S
OG0005480	1.64072	3.79534e-10	1.05768e-09	0.358835	N/S
OG0005481	0.359276	2.7326e-07	2.75677e-07	0.991234	*
OG0005481	1.64072	2.4167e-09	2.75677e-07	0.00876642	N/S
OG0005482	0.359276	9.81557e-07	9.85264e-07	0.996237	*
OG0005482	1.64072	3.70751e-09	9.85264e-07	0.00376296	N/S
OG0005483	0.359276	6.56343e-11	1.68288e-10	0.390011	N/S
OG0005483	1.64072	1.02654e-10	1.68288e-10	0.609989	N/S
OG0005484	0.359276	2.57457e-06	2.57975e-06	0.997991	*
OG0005484	1.64072	5.18215e-09	2.57975e-06	0.00200878	N/S
OG0005485	0.359276	1.01599e-09	1.20665e-09	0.841989	N/S
OG0005485	1.64072	1.90664e-10	1.20665e-09	0.158011	N/S
OG0005487	0.359276	3.91549e-09	4.72918e-09	0.827942	N/S
OG0005487	1.64072	8.13694e-10	4.72918e-09	0.172058	N/S
OG0005488	0.359276	1.3732e-08	1.46662e-08	0.936306	N/S
OG0005488	1.64072	9.34146e-10	1.46662e-08	0.0636939	N/S
OG0005489	0.359276	1.03433e-07	1.05299e-07	0.982273	*
OG0005489	1.64072	1.86663e-09	1.05299e-07	0.0177268	N/S
OG0005490	0.359276	4.35363e-09	5.11277e-09	0.851521	N/S
OG0005490	1.64072	7.59139e-10	5.11277e-09	0.148479	N/S
OG0005491	0.359276	2.50123e-07	2.52906e-07	0.988997	*
OG0005491	1.64072	2.78262e-09	2.52906e-07	0.0110026	N/S
OG0005492	0.359276	9.63021e-07	9.66256e-07	0.996652	*
OG0005492	1.64072	3.23473e-09	9.66256e-07	0.0033477	N/S
OG0005493	0.359276	8.16395e-10	1.17561e-09	0.694444	N/S
OG0005493	1.64072	3.59214e-10	1.17561e-09	0.305556	N/S
OG0005494	0.359276	3.56387e-09	4.00155e-09	0.89062	N/S
OG0005494	1.64072	4.37688e-10	4.00155e-09	0.10938	N/S
OG0005495	0.359276	3.00605e-08	3.10595e-08	0.967835	*
OG0005495	1.64072	9.99015e-10	3.10595e-08	0.0321646	N/S
OG0005496	0.359276	2.50123e-07	2.52906e-07	0.988997	*
OG0005496	1.64072	2.78262e-09	2.52906e-07	0.0110026	N/S
OG0005497	0.359276	7.64388e-06	7.65065e-06	0.999115	*
OG0005497	1.64072	6.77308e-09	7.65065e-06	0.000885295	N/S
OG0005498	0.359276	2.54558e-08	2.69076e-08	0.946044	N/S
OG0005498	1.64072	1.45182e-09	2.69076e-08	0.0539559	N/S
OG0005499	0.359276	4.78063e-10	9.25865e-10	0.516342	N/S
OG0005499	1.64072	4.47802e-10	9.25865e-10	0.483658	N/S
OG0005500	0.359276	8.58535e-10	1.09461e-09	0.784333	N/S
OG0005500	1.64072	2.36071e-10	1.09461e-09	0.215667	N/S
OG0005501	0.359276	2.52495e-09	3.20042e-09	0.788941	N/S
OG0005501	1.64072	6.75476e-10	3.20042e-09	0.211059	N/S
OG0005502	0.359276	1.31148e-08	1.41513e-08	0.926755	N/S
OG0005502	1.64072	1.03651e-09	1.41513e-08	0.073245	N/S
OG0005503	0.359276	2.50123e-07	2.52906e-07	0.988997	*
OG0005503	1.64072	2.78262e-09	2.52906e-07	0.0110026	N/S
OG0005505	0.359276	2.84352e-06	2.84939e-06	0.997938	*
OG0005505	1.64072	5.87552e-09	2.84939e-06	0.00206202	N/S
OG0005506	0.359276	1.16337e-08	1.2513e-08	0.92973	N/S
OG0005506	1.64072	8.79287e-10	1.2513e-08	0.07027	N/S
OG0005507	0.359276	7.64388e-06	7.65065e-06	0.999115	*
OG0005507	1.64072	6.77308e-09	7.65065e-06	0.000885295	N/S
OG0005508	0.359276	1.35911e-06	1.36292e-06	0.997207	*
OG0005508	1.64072	3.80672e-09	1.36292e-06	0.00279307	N/S
OG0005509	0.359276	8.94502e-07	8.97289e-07	0.996894	*
OG0005509	1.64072	2.78724e-09	8.97289e-07	0.00310629	N/S
OG0005510	0.359276	4.65926e-12	1.20161e-11	0.387751	N/S
OG0005510	1.64072	7.35685e-12	1.20161e-11	0.612249	N/S
OG0005511	0.359276	1.04924e-06	1.05304e-06	0.996396	*
OG0005511	1.64072	3.79564e-09	1.05304e-06	0.00360447	N/S
OG0005512	0.359276	8.34571e-08	8.50419e-08	0.981366	*
OG0005512	1.64072	1.58471e-09	8.50419e-08	0.0186345	N/S
