#FamilyID	Gamma Cat Mean	Likelihood of Category	Likelihood of Family	Posterior Probability	Significant
OG0012777	0.359276	1.10664e-07	1.13988e-07	0.970843	*
OG0012777	1.64072	3.32354e-09	1.13988e-07	0.0291569	N/S
OG0012778	0.359276	0.000250495	0.00025058	0.999662	*
OG0012778	1.64072	8.47361e-08	0.00025058	0.00033816	N/S
OG0012779	0.359276	2.05259e-07	2.10171e-07	0.976632	*
OG0012779	1.64072	4.91122e-09	2.10171e-07	0.0233678	N/S
OG0012780	0.359276	7.46178e-09	8.66824e-09	0.860819	N/S
OG0012780	1.64072	1.20645e-09	8.66824e-09	0.139181	N/S
OG0012781	0.359276	4.12209e-05	4.12692e-05	0.99883	*
OG0012781	1.64072	4.82733e-08	4.12692e-05	0.00116972	N/S
OG0012783	0.359276	3.37019e-06	3.39314e-06	0.993234	*
OG0012783	1.64072	2.29594e-08	3.39314e-06	0.00676642	N/S
OG0012784	0.359276	3.946e-05	3.95036e-05	0.998895	*
OG0012784	1.64072	4.36342e-08	3.95036e-05	0.00110456	N/S
OG0012785	0.359276	6.16592e-09	7.34431e-09	0.839551	N/S
OG0012785	1.64072	1.17839e-09	7.34431e-09	0.160449	N/S
OG0012786	0.359276	1.73384e-06	1.74995e-06	0.990796	*
OG0012786	1.64072	1.61069e-08	1.74995e-06	0.00920423	N/S
OG0012787	0.359276	0.000250495	0.00025058	0.999662	*
OG0012787	1.64072	8.47361e-08	0.00025058	0.00033816	N/S
OG0012788	0.359276	8.50156e-07	8.56776e-07	0.992274	*
OG0012788	1.64072	6.61918e-09	8.56776e-07	0.00772569	N/S
OG0012789	0.359276	6.01563e-08	6.21959e-08	0.967205	*
OG0012789	1.64072	2.03969e-09	6.21959e-08	0.0327946	N/S
OG0012790	0.359276	2.94487e-05	2.94876e-05	0.998679	*
OG0012790	1.64072	3.89483e-08	2.94876e-05	0.00132084	N/S
OG0012791	0.359276	1.10664e-07	1.13988e-07	0.970843	*
OG0012791	1.64072	3.32354e-09	1.13988e-07	0.0291569	N/S
OG0012792	0.359276	1.55121e-06	1.56429e-06	0.991634	*
OG0012792	1.64072	1.30863e-08	1.56429e-06	0.00836564	N/S
OG0012793	0.359276	0.000250495	0.00025058	0.999662	*
OG0012793	1.64072	8.47361e-08	0.00025058	0.00033816	N/S
OG0012794	0.359276	0.000250495	0.00025058	0.999662	*
OG0012794	1.64072	8.47361e-08	0.00025058	0.00033816	N/S
OG0012795	0.359276	1.56007e-05	1.56194e-05	0.998804	*
OG0012795	1.64072	1.86825e-08	1.56194e-05	0.00119611	N/S
OG0012797	0.359276	9.76396e-07	9.84578e-07	0.99169	*
OG0012797	1.64072	8.18138e-09	9.84578e-07	0.00830953	N/S
OG0012798	0.359276	2.94487e-05	2.94876e-05	0.998679	*
OG0012798	1.64072	3.89483e-08	2.94876e-05	0.00132084	N/S
OG0012799	0.359276	0.000250495	0.00025058	0.999662	*
OG0012799	1.64072	8.47361e-08	0.00025058	0.00033816	N/S
OG0012802	0.359276	9.08061e-07	9.14801e-07	0.992632	*
OG0012802	1.64072	6.74047e-09	9.14801e-07	0.00736824	N/S
OG0012803	0.359276	1.48095e-06	1.49133e-06	0.993041	*
OG0012803	1.64072	1.03775e-08	1.49133e-06	0.00695853	N/S
OG0012804	0.359276	1.50403e-07	1.53888e-07	0.97735	*
OG0012804	1.64072	3.4856e-09	1.53888e-07	0.0226502	N/S
OG0012805	0.359276	1.56007e-05	1.56194e-05	0.998804	*
OG0012805	1.64072	1.86825e-08	1.56194e-05	0.00119611	N/S
OG0012806	0.359276	3.35567e-07	3.44206e-07	0.974899	*
OG0012806	1.64072	8.63985e-09	3.44206e-07	0.0251008	N/S
OG0012807	0.359276	2.93913e-05	2.94341e-05	0.998544	*
OG0012807	1.64072	4.28499e-08	2.94341e-05	0.00145579	N/S
OG0012808	0.359276	3.946e-05	3.95036e-05	0.998895	*
OG0012808	1.64072	4.36342e-08	3.95036e-05	0.00110456	N/S
OG0012810	0.359276	0.000250495	0.00025058	0.999662	*
OG0012810	1.64072	8.47361e-08	0.00025058	0.00033816	N/S
OG0012811	0.359276	3.946e-05	3.95036e-05	0.998895	*
OG0012811	1.64072	4.36342e-08	3.95036e-05	0.00110456	N/S
OG0012812	0.359276	3.45768e-10	5.03997e-10	0.686051	N/S
OG0012812	1.64072	1.5823e-10	5.03997e-10	0.313949	N/S
OG0012813	0.359276	9.08061e-07	9.14801e-07	0.992632	*
OG0012813	1.64072	6.74047e-09	9.14801e-07	0.00736824	N/S
OG0012814	0.359276	9.42661e-07	9.49955e-07	0.992322	*
OG0012814	1.64072	7.29411e-09	9.49955e-07	0.00767838	N/S
OG0012815	0.359276	1.92814e-05	1.93128e-05	0.998374	*
OG0012815	1.64072	3.14108e-08	1.93128e-05	0.00162643	N/S
OG0012816	0.359276	0.000250495	0.00025058	0.999662	*
OG0012816	1.64072	8.47361e-08	0.00025058	0.00033816	N/S
OG0012817	0.359276	8.99463e-08	9.18963e-08	0.978781	*
OG0012817	1.64072	1.94998e-09	9.18963e-08	0.0212194	N/S
OG0012818	0.359276	2.94487e-05	2.94876e-05	0.998679	*
OG0012818	1.64072	3.89483e-08	2.94876e-05	0.00132084	N/S
OG0012819	0.359276	0.000250495	0.00025058	0.999662	*
OG0012819	1.64072	8.47361e-08	0.00025058	0.00033816	N/S
OG0012820	0.359276	1.10664e-07	1.13988e-07	0.970843	*
OG0012820	1.64072	3.32354e-09	1.13988e-07	0.0291569	N/S
OG0012821	0.359276	3.946e-05	3.95036e-05	0.998895	*
OG0012821	1.64072	4.36342e-08	3.95036e-05	0.00110456	N/S
OG0012822	0.359276	4.5409e-06	4.56688e-06	0.99431	*
OG0012822	1.64072	2.59843e-08	4.56688e-06	0.00568972	N/S
OG0012823	0.359276	3.51619e-08	3.84884e-08	0.913571	N/S
OG0012823	1.64072	3.3265e-09	3.84884e-08	0.0864287	N/S
OG0012824	0.359276	1.50403e-07	1.53888e-07	0.97735	*
OG0012824	1.64072	3.4856e-09	1.53888e-07	0.0226502	N/S
OG0012825	0.359276	2.94487e-05	2.94876e-05	0.998679	*
OG0012825	1.64072	3.89483e-08	2.94876e-05	0.00132084	N/S
OG0012826	0.359276	1.03043e-06	1.0363e-06	0.994338	*
OG0012826	1.64072	5.8677e-09	1.0363e-06	0.00566217	N/S
OG0012828	0.359276	1.55121e-06	1.56429e-06	0.991634	*
OG0012828	1.64072	1.30863e-08	1.56429e-06	0.00836564	N/S
OG0012829	0.359276	1.63797e-08	1.89056e-08	0.866396	N/S
OG0012829	1.64072	2.52587e-09	1.89056e-08	0.133604	N/S
OG0012830	0.359276	7.47916e-09	8.84325e-09	0.845748	N/S
OG0012830	1.64072	1.36409e-09	8.84325e-09	0.154252	N/S
OG0012831	0.359276	1.73384e-06	1.74995e-06	0.990796	*
OG0012831	1.64072	1.61069e-08	1.74995e-06	0.00920423	N/S
OG0012832	0.359276	2.94532e-09	3.41976e-09	0.861264	N/S
OG0012832	1.64072	4.74443e-10	3.41976e-09	0.138736	N/S
OG0012833	0.359276	0.000250495	0.00025058	0.999662	*
OG0012833	1.64072	8.47361e-08	0.00025058	0.00033816	N/S
OG0012834	0.359276	2.94487e-05	2.94876e-05	0.998679	*
OG0012834	1.64072	3.89483e-08	2.94876e-05	0.00132084	N/S
OG0012835	0.359276	0.000250495	0.00025058	0.999662	*
OG0012835	1.64072	8.47361e-08	0.00025058	0.00033816	N/S
OG0012836	0.359276	3.946e-05	3.95036e-05	0.998895	*
OG0012836	1.64072	4.36342e-08	3.95036e-05	0.00110456	N/S
OG0012837	0.359276	0.000250495	0.00025058	0.999662	*
OG0012837	1.64072	8.47361e-08	0.00025058	0.00033816	N/S
OG0012838	0.359276	1.83963e-06	1.85642e-06	0.990951	*
OG0012838	1.64072	1.67996e-08	1.85642e-06	0.00904946	N/S
OG0012839	0.359276	2.66907e-06	2.68832e-06	0.992838	*
OG0012839	1.64072	1.92541e-08	2.68832e-06	0.00716213	N/S
OG0012840	0.359276	3.946e-05	3.95036e-05	0.998895	*
OG0012840	1.64072	4.36342e-08	3.95036e-05	0.00110456	N/S
OG0012842	0.359276	1.55121e-06	1.56429e-06	0.991634	*
OG0012842	1.64072	1.30863e-08	1.56429e-06	0.00836564	N/S
OG0012843	0.359276	2.94532e-09	3.41976e-09	0.861264	N/S
OG0012843	1.64072	4.74443e-10	3.41976e-09	0.138736	N/S
OG0012846	0.359276	0.000250495	0.00025058	0.999662	*
OG0012846	1.64072	8.47361e-08	0.00025058	0.00033816	N/S
OG0012847	0.359276	2.46997e-10	3.7208e-10	0.663827	N/S
OG0012847	1.64072	1.25083e-10	3.7208e-10	0.336173	N/S
OG0012848	0.359276	3.45895e-09	4.06942e-09	0.849987	N/S
OG0012848	1.64072	6.10468e-10	4.06942e-09	0.150013	N/S
OG0012849	0.359276	9.08061e-07	9.14801e-07	0.992632	*
OG0012849	1.64072	6.74047e-09	9.14801e-07	0.00736824	N/S
OG0012850	0.359276	1.55121e-06	1.56429e-06	0.991634	*
OG0012850	1.64072	1.30863e-08	1.56429e-06	0.00836564	N/S
OG0012851	0.359276	6.03627e-05	6.0421e-05	0.999036	*
OG0012851	1.64072	5.82393e-08	6.0421e-05	0.000963893	N/S
OG0012852	0.359276	4.04629e-08	4.18538e-08	0.966768	*
OG0012852	1.64072	1.3909e-09	4.18538e-08	0.0332323	N/S
OG0012853	0.359276	2.94487e-05	2.94876e-05	0.998679	*
OG0012853	1.64072	3.89483e-08	2.94876e-05	0.00132084	N/S
OG0012854	0.359276	1.27664e-07	1.30976e-07	0.974708	*
OG0012854	1.64072	3.31269e-09	1.30976e-07	0.0252923	N/S
OG0012855	0.359276	8.50156e-07	8.56776e-07	0.992274	*
OG0012855	1.64072	6.61918e-09	8.56776e-07	0.00772569	N/S
OG0012856	0.359276	3.372e-05	3.37656e-05	0.998648	*
OG0012856	1.64072	4.56572e-08	3.37656e-05	0.00135218	N/S
OG0012857	0.359276	2.22373e-05	2.22734e-05	0.998377	*
OG0012857	1.64072	3.61571e-08	2.22734e-05	0.00162333	N/S
OG0012858	0.359276	2.9923e-07	3.04865e-07	0.981518	*
OG0012858	1.64072	5.63462e-09	3.04865e-07	0.0184823	N/S
OG0012859	0.359276	1.92814e-05	1.93128e-05	0.998374	*
OG0012859	1.64072	3.14108e-08	1.93128e-05	0.00162643	N/S
OG0012860	0.359276	3.08347e-06	3.10558e-06	0.992881	*
OG0012860	1.64072	2.21084e-08	3.10558e-06	0.00711891	N/S
OG0012861	0.359276	1.35194e-07	1.37936e-07	0.980118	*
OG0012861	1.64072	2.74238e-09	1.37936e-07	0.0198815	N/S
OG0012862	0.359276	1.10664e-07	1.13988e-07	0.970843	*
OG0012862	1.64072	3.32354e-09	1.13988e-07	0.0291569	N/S
OG0012863	0.359276	9.64881e-10	1.34753e-09	0.716038	N/S
OG0012863	1.64072	3.82647e-10	1.34753e-09	0.283962	N/S
OG0012864	0.359276	2.83975e-07	2.93638e-07	0.967092	*
OG0012864	1.64072	9.66313e-09	2.93638e-07	0.0329083	N/S
OG0012866	0.359276	2.94487e-05	2.94876e-05	0.998679	*
OG0012866	1.64072	3.89483e-08	2.94876e-05	0.00132084	N/S
OG0012867	0.359276	1.73384e-06	1.74995e-06	0.990796	*
OG0012867	1.64072	1.61069e-08	1.74995e-06	0.00920423	N/S
OG0012868	0.359276	0.000250495	0.00025058	0.999662	*
OG0012868	1.64072	8.47361e-08	0.00025058	0.00033816	N/S
OG0012869	0.359276	6.00132e-05	6.00916e-05	0.998695	*
OG0012869	1.64072	7.84074e-08	6.00916e-05	0.0013048	N/S
OG0012870	0.359276	1.73384e-06	1.74995e-06	0.990796	*
OG0012870	1.64072	1.61069e-08	1.74995e-06	0.00920423	N/S
OG0012871	0.359276	1.56007e-05	1.56194e-05	0.998804	*
OG0012871	1.64072	1.86825e-08	1.56194e-05	0.00119611	N/S
OG0012872	0.359276	0.000250495	0.00025058	0.999662	*
OG0012872	1.64072	8.47361e-08	0.00025058	0.00033816	N/S
OG0012873	0.359276	3.84373e-07	3.94395e-07	0.974589	*
OG0012873	1.64072	1.00221e-08	3.94395e-07	0.0254114	N/S
OG0012874	0.359276	4.04629e-08	4.18538e-08	0.966768	*
OG0012874	1.64072	1.3909e-09	4.18538e-08	0.0332323	N/S
OG0012875	0.359276	3.35567e-07	3.44206e-07	0.974899	*
OG0012875	1.64072	8.63985e-09	3.44206e-07	0.0251008	N/S
OG0012876	0.359276	0.000250495	0.00025058	0.999662	*
OG0012876	1.64072	8.47361e-08	0.00025058	0.00033816	N/S
OG0012877	0.359276	1.10664e-07	1.13988e-07	0.970843	*
OG0012877	1.64072	3.32354e-09	1.13988e-07	0.0291569	N/S
OG0012878	0.359276	3.62485e-06	3.66635e-06	0.988679	*
OG0012878	1.64072	4.15055e-08	3.66635e-06	0.0113206	N/S
OG0012879	0.359276	1.06052e-08	1.2686e-08	0.835973	N/S
OG0012879	1.64072	2.08086e-09	1.2686e-08	0.164027	N/S
OG0012880	0.359276	7.86593e-08	8.05782e-08	0.976186	*
OG0012880	1.64072	1.91889e-09	8.05782e-08	0.023814	N/S
OG0012881	0.359276	7.86593e-08	8.05782e-08	0.976186	*
OG0012881	1.64072	1.91889e-09	8.05782e-08	0.023814	N/S
OG0012882	0.359276	7.27742e-09	8.09745e-09	0.89873	N/S
OG0012882	1.64072	8.20031e-10	8.09745e-09	0.10127	N/S
OG0012883	0.359276	1.73384e-06	1.74995e-06	0.990796	*
OG0012883	1.64072	1.61069e-08	1.74995e-06	0.00920423	N/S
OG0012884	0.359276	2.94487e-05	2.94876e-05	0.998679	*
OG0012884	1.64072	3.89483e-08	2.94876e-05	0.00132084	N/S
OG0012885	0.359276	1.10664e-07	1.13988e-07	0.970843	*
OG0012885	1.64072	3.32354e-09	1.13988e-07	0.0291569	N/S
OG0012886	0.359276	2.94487e-05	2.94876e-05	0.998679	*
OG0012886	1.64072	3.89483e-08	2.94876e-05	0.00132084	N/S
OG0012887	0.359276	1.2677e-09	1.80686e-09	0.701601	N/S
OG0012887	1.64072	5.39166e-10	1.80686e-09	0.298399	N/S
OG0012888	0.359276	9.08061e-07	9.14801e-07	0.992632	*
OG0012888	1.64072	6.74047e-09	9.14801e-07	0.00736824	N/S
OG0012890	0.359276	3.35567e-07	3.44206e-07	0.974899	*
OG0012890	1.64072	8.63985e-09	3.44206e-07	0.0251008	N/S
OG0012891	0.359276	3.06532e-07	3.197e-07	0.95881	*
OG0012891	1.64072	1.31683e-08	3.197e-07	0.0411895	N/S
OG0012892	0.359276	2.94487e-05	2.94876e-05	0.998679	*
OG0012892	1.64072	3.89483e-08	2.94876e-05	0.00132084	N/S
OG0012893	0.359276	1.54133e-08	1.74423e-08	0.883671	N/S
OG0012893	1.64072	2.02904e-09	1.74423e-08	0.116329	N/S
OG0012894	0.359276	4.04557e-09	4.48647e-09	0.901728	N/S
OG0012894	1.64072	4.40894e-10	4.48647e-09	0.098272	N/S
OG0012895	0.359276	0.000250495	0.00025058	0.999662	*
OG0012895	1.64072	8.47361e-08	0.00025058	0.00033816	N/S
OG0012896	0.359276	9.76396e-07	9.84578e-07	0.99169	*
OG0012896	1.64072	8.18138e-09	9.84578e-07	0.00830953	N/S
OG0012897	0.359276	2.94487e-05	2.94876e-05	0.998679	*
OG0012897	1.64072	3.89483e-08	2.94876e-05	0.00132084	N/S
OG0012898	0.359276	9.08061e-07	9.14801e-07	0.992632	*
OG0012898	1.64072	6.74047e-09	9.14801e-07	0.00736824	N/S
OG0012899	0.359276	1.10664e-07	1.13988e-07	0.970843	*
OG0012899	1.64072	3.32354e-09	1.13988e-07	0.0291569	N/S
OG0012900	0.359276	1.56007e-05	1.56194e-05	0.998804	*
OG0012900	1.64072	1.86825e-08	1.56194e-05	0.00119611	N/S
OG0012901	0.359276	2.66907e-06	2.68832e-06	0.992838	*
OG0012901	1.64072	1.92541e-08	2.68832e-06	0.00716213	N/S
OG0012902	0.359276	1.08609e-08	1.25521e-08	0.865262	N/S
OG0012902	1.64072	1.69125e-09	1.25521e-08	0.134738	N/S
OG0012903	0.359276	0.000250495	0.00025058	0.999662	*
OG0012903	1.64072	8.47361e-08	0.00025058	0.00033816	N/S
OG0012904	0.359276	0.000250495	0.00025058	0.999662	*
OG0012904	1.64072	8.47361e-08	0.00025058	0.00033816	N/S
OG0012905	0.359276	1.55121e-06	1.56429e-06	0.991634	*
OG0012905	1.64072	1.30863e-08	1.56429e-06	0.00836564	N/S
OG0012906	0.359276	6.66937e-09	8.00657e-09	0.832987	N/S
OG0012906	1.64072	1.3372e-09	8.00657e-09	0.167013	N/S
OG0012907	0.359276	4.61174e-09	7.32928e-09	0.629222	N/S
OG0012907	1.64072	2.71754e-09	7.32928e-09	0.370778	N/S
OG0012908	0.359276	1.9604e-07	2.00355e-07	0.978461	*
OG0012908	1.64072	4.31536e-09	2.00355e-07	0.0215385	N/S
OG0012909	0.359276	6.05832e-07	6.28066e-07	0.9646	*
OG0012909	1.64072	2.22337e-08	6.28066e-07	0.0354003	N/S
OG0012910	0.359276	9.42661e-07	9.49955e-07	0.992322	*
OG0012910	1.64072	7.29411e-09	9.49955e-07	0.00767838	N/S
OG0012911	0.359276	4.9919e-07	5.02554e-07	0.993305	*
OG0012911	1.64072	3.36445e-09	5.02554e-07	0.0066947	N/S
OG0012913	0.359276	3.946e-05	3.95036e-05	0.998895	*
OG0012913	1.64072	4.36342e-08	3.95036e-05	0.00110456	N/S
OG0012915	0.359276	1.14578e-07	1.18284e-07	0.968666	*
OG0012915	1.64072	3.70626e-09	1.18284e-07	0.0313336	N/S
OG0012916	0.359276	3.946e-05	3.95036e-05	0.998895	*
OG0012916	1.64072	4.36342e-08	3.95036e-05	0.00110456	N/S
OG0012917	0.359276	2.38193e-07	2.44513e-07	0.974151	*
OG0012917	1.64072	6.32046e-09	2.44513e-07	0.0258492	N/S
OG0012918	0.359276	4.21752e-11	1.59289e-10	0.264772	N/S
OG0012918	1.64072	1.17114e-10	1.59289e-10	0.735228	N/S
OG0012919	0.359276	3.946e-05	3.95036e-05	0.998895	*
OG0012919	1.64072	4.36342e-08	3.95036e-05	0.00110456	N/S
OG0012920	0.359276	2.94487e-05	2.94876e-05	0.998679	*
OG0012920	1.64072	3.89483e-08	2.94876e-05	0.00132084	N/S
OG0012921	0.359276	1.10664e-07	1.13988e-07	0.970843	*
OG0012921	1.64072	3.32354e-09	1.13988e-07	0.0291569	N/S
OG0012922	0.359276	6.10074e-12	1.22605e-10	0.0497593	N/S
OG0012922	1.64072	1.16504e-10	1.22605e-10	0.950241	*
OG0012923	0.359276	0.000250495	0.00025058	0.999662	*
OG0012923	1.64072	8.47361e-08	0.00025058	0.00033816	N/S
OG0012924	0.359276	1.56007e-05	1.56194e-05	0.998804	*
OG0012924	1.64072	1.86825e-08	1.56194e-05	0.00119611	N/S
OG0012925	0.359276	3.62485e-06	3.66635e-06	0.988679	*
OG0012925	1.64072	4.15055e-08	3.66635e-06	0.0113206	N/S
OG0012926	0.359276	2.94532e-09	3.41976e-09	0.861264	N/S
OG0012926	1.64072	4.74443e-10	3.41976e-09	0.138736	N/S
OG0012927	0.359276	0.000250495	0.00025058	0.999662	*
OG0012927	1.64072	8.47361e-08	0.00025058	0.00033816	N/S
OG0012928	0.359276	1.56613e-07	1.5964e-07	0.981039	*
OG0012928	1.64072	3.02697e-09	1.5964e-07	0.0189613	N/S
OG0012929	0.359276	0.000250495	0.00025058	0.999662	*
OG0012929	1.64072	8.47361e-08	0.00025058	0.00033816	N/S
OG0012930	0.359276	1.99004e-06	2.00629e-06	0.991903	*
OG0012930	1.64072	1.62452e-08	2.00629e-06	0.00809716	N/S
OG0012932	0.359276	3.37019e-06	3.39314e-06	0.993234	*
OG0012932	1.64072	2.29594e-08	3.39314e-06	0.00676642	N/S
OG0012933	0.359276	2.94487e-05	2.94876e-05	0.998679	*
OG0012933	1.64072	3.89483e-08	2.94876e-05	0.00132084	N/S
OG0012934	0.359276	1.73384e-06	1.74995e-06	0.990796	*
OG0012934	1.64072	1.61069e-08	1.74995e-06	0.00920423	N/S
OG0012935	0.359276	3.35567e-07	3.44206e-07	0.974899	*
OG0012935	1.64072	8.63985e-09	3.44206e-07	0.0251008	N/S
OG0012936	0.359276	4.12209e-05	4.12692e-05	0.99883	*
OG0012936	1.64072	4.82733e-08	4.12692e-05	0.00116972	N/S
OG0012937	0.359276	5.55107e-07	5.67072e-07	0.9789	*
OG0012937	1.64072	1.19651e-08	5.67072e-07	0.0210997	N/S
OG0012938	0.359276	3.946e-05	3.95036e-05	0.998895	*
OG0012938	1.64072	4.36342e-08	3.95036e-05	0.00110456	N/S
OG0012940	0.359276	4.04629e-08	4.18538e-08	0.966768	*
OG0012940	1.64072	1.3909e-09	4.18538e-08	0.0332323	N/S
OG0012941	0.359276	8.81999e-09	1.03324e-08	0.853627	N/S
OG0012941	1.64072	1.51238e-09	1.03324e-08	0.146373	N/S
OG0012942	0.359276	1.56007e-05	1.56194e-05	0.998804	*
OG0012942	1.64072	1.86825e-08	1.56194e-05	0.00119611	N/S
OG0012944	0.359276	1.83963e-06	1.85642e-06	0.990951	*
OG0012944	1.64072	1.67996e-08	1.85642e-06	0.00904946	N/S
OG0012945	0.359276	1.10664e-07	1.13988e-07	0.970843	*
OG0012945	1.64072	3.32354e-09	1.13988e-07	0.0291569	N/S
OG0012946	0.359276	9.42661e-07	9.49955e-07	0.992322	*
OG0012946	1.64072	7.29411e-09	9.49955e-07	0.00767838	N/S
OG0012947	0.359276	2.94487e-05	2.94876e-05	0.998679	*
OG0012947	1.64072	3.89483e-08	2.94876e-05	0.00132084	N/S
OG0012948	0.359276	1.24924e-05	1.25132e-05	0.998334	*
OG0012948	1.64072	2.08521e-08	1.25132e-05	0.0016664	N/S
OG0012949	0.359276	2.66907e-06	2.68832e-06	0.992838	*
OG0012949	1.64072	1.92541e-08	2.68832e-06	0.00716213	N/S
OG0012950	0.359276	2.09533e-07	2.13967e-07	0.979279	*
OG0012950	1.64072	4.4335e-09	2.13967e-07	0.0207205	N/S
OG0012951	0.359276	1.78269e-07	1.82419e-07	0.977251	*
OG0012951	1.64072	4.14992e-09	1.82419e-07	0.0227494	N/S
OG0012952	0.359276	0.000250495	0.00025058	0.999662	*
OG0012952	1.64072	8.47361e-08	0.00025058	0.00033816	N/S
OG0012953	0.359276	9.42661e-07	9.49955e-07	0.992322	*
OG0012953	1.64072	7.29411e-09	9.49955e-07	0.00767838	N/S
OG0012954	0.359276	2.46997e-10	3.7208e-10	0.663827	N/S
OG0012954	1.64072	1.25083e-10	3.7208e-10	0.336173	N/S
OG0012955	0.359276	0.000250495	0.00025058	0.999662	*
OG0012955	1.64072	8.47361e-08	0.00025058	0.00033816	N/S
OG0012956	0.359276	1.73384e-06	1.74995e-06	0.990796	*
OG0012956	1.64072	1.61069e-08	1.74995e-06	0.00920423	N/S
OG0012958	0.359276	1.92814e-05	1.93128e-05	0.998374	*
OG0012958	1.64072	3.14108e-08	1.93128e-05	0.00162643	N/S
OG0012959	0.359276	4.20625e-07	4.30552e-07	0.976944	*
OG0012959	1.64072	9.92689e-09	4.30552e-07	0.0230562	N/S
OG0012960	0.359276	3.95281e-07	4.04489e-07	0.977236	*
OG0012960	1.64072	9.20775e-09	4.04489e-07	0.0227639	N/S
OG0012961	0.359276	1.10664e-07	1.13988e-07	0.970843	*
OG0012961	1.64072	3.32354e-09	1.13988e-07	0.0291569	N/S
OG0012962	0.359276	2.94532e-09	3.41976e-09	0.861264	N/S
OG0012962	1.64072	4.74443e-10	3.41976e-09	0.138736	N/S
OG0012963	0.359276	4.12209e-05	4.12692e-05	0.99883	*
OG0012963	1.64072	4.82733e-08	4.12692e-05	0.00116972	N/S
OG0012964	0.359276	1.73384e-06	1.74995e-06	0.990796	*
OG0012964	1.64072	1.61069e-08	1.74995e-06	0.00920423	N/S
OG0012965	0.359276	1.08609e-08	1.25521e-08	0.865262	N/S
OG0012965	1.64072	1.69125e-09	1.25521e-08	0.134738	N/S
OG0012966	0.359276	1.10664e-07	1.13988e-07	0.970843	*
OG0012966	1.64072	3.32354e-09	1.13988e-07	0.0291569	N/S
OG0012967	0.359276	5.52265e-09	6.10084e-09	0.905228	N/S
OG0012967	1.64072	5.7819e-10	6.10084e-09	0.0947722	N/S
OG0012968	0.359276	0.000250495	0.00025058	0.999662	*
OG0012968	1.64072	8.47361e-08	0.00025058	0.00033816	N/S
OG0012969	0.359276	1.92814e-05	1.93128e-05	0.998374	*
OG0012969	1.64072	3.14108e-08	1.93128e-05	0.00162643	N/S
OG0012970	0.359276	3.62639e-09	5.09983e-09	0.711082	N/S
OG0012970	1.64072	1.47343e-09	5.09983e-09	0.288918	N/S
OG0012971	0.359276	3.946e-05	3.95036e-05	0.998895	*
OG0012971	1.64072	4.36342e-08	3.95036e-05	0.00110456	N/S
OG0012972	0.359276	3.95281e-07	4.04489e-07	0.977236	*
OG0012972	1.64072	9.20775e-09	4.04489e-07	0.0227639	N/S
OG0012973	0.359276	3.50073e-05	3.50514e-05	0.998741	*
OG0012973	1.64072	4.41197e-08	3.50514e-05	0.00125871	N/S
OG0012974	0.359276	6.01563e-08	6.21959e-08	0.967205	*
OG0012974	1.64072	2.03969e-09	6.21959e-08	0.0327946	N/S
OG0012975	0.359276	0.000250495	0.00025058	0.999662	*
OG0012975	1.64072	8.47361e-08	0.00025058	0.00033816	N/S
OG0012976	0.359276	1.22585e-07	1.27883e-07	0.958567	*
OG0012976	1.64072	5.29858e-09	1.27883e-07	0.0414329	N/S
OG0012977	0.359276	1.10664e-07	1.13988e-07	0.970843	*
OG0012977	1.64072	3.32354e-09	1.13988e-07	0.0291569	N/S
OG0012979	0.359276	0.000250495	0.00025058	0.999662	*
OG0012979	1.64072	8.47361e-08	0.00025058	0.00033816	N/S
OG0012980	0.359276	2.46997e-10	3.7208e-10	0.663827	N/S
OG0012980	1.64072	1.25083e-10	3.7208e-10	0.336173	N/S
OG0012981	0.359276	3.95281e-07	4.04489e-07	0.977236	*
OG0012981	1.64072	9.20775e-09	4.04489e-07	0.0227639	N/S
OG0012982	0.359276	1.0562e-06	1.06408e-06	0.992596	*
OG0012982	1.64072	7.87857e-09	1.06408e-06	0.0074041	N/S
OG0012983	0.359276	1.10664e-07	1.13988e-07	0.970843	*
OG0012983	1.64072	3.32354e-09	1.13988e-07	0.0291569	N/S
OG0012984	0.359276	1.2221e-08	1.40517e-08	0.869713	N/S
OG0012984	1.64072	1.83075e-09	1.40517e-08	0.130287	N/S
OG0012985	0.359276	0.000250495	0.00025058	0.999662	*
OG0012985	1.64072	8.47361e-08	0.00025058	0.00033816	N/S
OG0012986	0.359276	7.86593e-08	8.05782e-08	0.976186	*
OG0012986	1.64072	1.91889e-09	8.05782e-08	0.023814	N/S
OG0012987	0.359276	2.46997e-10	3.7208e-10	0.663827	N/S
OG0012987	1.64072	1.25083e-10	3.7208e-10	0.336173	N/S
OG0012988	0.359276	4.20083e-07	4.3082e-07	0.975078	*
OG0012988	1.64072	1.07369e-08	4.3082e-07	0.024922	N/S
OG0012989	0.359276	3.37019e-06	3.39314e-06	0.993234	*
OG0012989	1.64072	2.29594e-08	3.39314e-06	0.00676642	N/S
OG0012990	0.359276	0.000250495	0.00025058	0.999662	*
OG0012990	1.64072	8.47361e-08	0.00025058	0.00033816	N/S
OG0012991	0.359276	1.55121e-06	1.56429e-06	0.991634	*
OG0012991	1.64072	1.30863e-08	1.56429e-06	0.00836564	N/S
OG0012992	0.359276	2.14172e-09	3.24638e-09	0.659726	N/S
OG0012992	1.64072	1.10466e-09	3.24638e-09	0.340274	N/S
OG0012993	0.359276	1.73384e-06	1.74995e-06	0.990796	*
