Start	End	ACK
199395434	199393710	0
199770825	199771904	0
199727619	199725277	0
199712998	199710236	0
199662452	199659690	0
199571360	199568598	0
199447870	199445108	0
199290638	199287876	0
199282770	199280008	0
199252029	199249267	0
199244161	199241399	0
199236293	199233531	0
199228425	199225663	0
199220557	199217795	0
199204821	199202059	0
199196941	199194179	0
199189073	199186311	0
199181205	199178443	0
199173337	199170575	0
199165469	199162707	0
199149733	199146971	0
199141865	199139103	0
199126130	199123368	0
199118262	199115500	0
199110394	199107632	0
199095382	199092620	0
199079646	199076884	0
199071777	199069015	0
199032822	199030060	0
199024954	199022192	0
199004940	199002178	0
198997072	198994310	0
200046244	200043893	0
200196183	200197451	0
199131271	199133991	0
199154874	199157594	0
199272175	199274895	0
199331768	199334488	0
199385868	199388588	0
199445143	199447863	0
199762957	199765677	0
199785830	199788550	0
199824364	199827084	0
199854677	199857397	0
199938849	199941569	0
200022761	200025481	0
200128266	200130986	0
200283891	200282677	0
200188918	200187701	0
199038112	199040679	0
200107353	200105212	0
200283892	200282666	0
37552394	37551225	0
199555628	199553037	0
199410231	199408750	0
199061182	199063902	0
199069050	199071770	0
199084787	199087507	0
199115535	199118255	0
199139138	199141858	0
199209962	199212682	0
199280043	199282763	0
199303647	199306367	0
199316046	199318766	0
199355136	199357856	0
199363004	199365721	0
199490342	199493062	0
199498210	199500930	0
199614174	199616894	0
199622066	199624786	0
199659725	199662445	0
199697313	199700033	0
199705194	199707914	0
199710271	199712991	0
199862545	199865265	0
199311705	199312874	0
199311705	199312874	0
200197447	200196209	0
200073297	200075279	0
200075278	200073296	0
199560892	199563495	0
199725205	199727619	0
199691058	199689502	0
199644945	199647311	0
199771882	199770824	0
199040667	199038112	0
199011577	199009157	0
199040686	199038110	0
199700021	199697319	0
199833702	199832197	0
94635365	94633293	0
198994345	198997065	0
199002213	199004933	0
199022227	199024947	0
199030095	199032815	0
199076919	199079639	0
199092655	199095375	0
199107667	199110387	0
199123403	199126123	0
199147006	199149726	0
199162742	199165462	0
199170610	199173330	0
199178478	199181198	0
199186346	199189066	0
199194214	199196934	0
199202094	199204814	0
199217830	199220550	0
199225698	199228418	0
199233566	199236286	0
199241434	199244154	0
199249302	199252022	0
199287911	199290631	0
199295779	199298499	0
199521091	199523811	0
199591523	199594243	0
199755196	199757916	0
199930981	199933701	0
200003301	200004569	0
199600659	199599391	0
200003301	200004569	0
200196183	200197451	0
199996002	199993267	0
199691057	199689468	0
200283891	200282677	0
200043821	200046247	0
199009234	199011609	0
329873127	329874218	0
199173318	199170616	0
199993302	199996004	0
199647300	199644910	0
199747328	199750048	0
199600649	199599357	0
199563483	199560892	0
199408751	199410232	0
200107353	200105212	0
200197447	200196209	0
199771877	199770831	0
200282677	200283918	0
199832232	199833743	0
200073297	200075279	0
199586350	199583636	0
199072480	199073748	0
199501640	199502908	0
199850239	199851507	0
199865975	199867243	0
199942279	199943547	0
199988869	199990137	0
200084524	200085792	0
148080193	148078781	0
199395420	199393735	0
200282670	200283893	0
200282670	200283893	0
200283892	200282666	0
199725278	199727620	0
199410233	199408716	0
200282677	200283918	0
200187736	200188917	0
200188916	200187735	0
199040686	199038110	0
199325921	199323900	0
199009234	199011609	0
199064612	199065880	0
199126833	199128101	0
199134701	199135969	0
199181908	199183176	0
199229128	199230396	0
199267737	199269005	0
199350704	199351972	0
199358566	199359834	0
199381430	199382698	0
199485904	199487172	0
199516653	199517921	0
199617604	199618872	0
199648374	199649642	0
199663155	199664423	0
199670955	199672220	0
199692875	199694143	0
199713701	199714969	0
199735842	199737110	0
199750758	199752026	0
199797126	199798394	0
199819938	199821206	0
199858107	199859375	0
199888195	199889463	0
199896063	199897331	0
199934411	199935679	0
200018320	200019588	0
200026191	200027459	0
200039468	200040736	0
200076675	200077943	0
200146970	200148238	0
199072480	199073748	0
199501640	199502908	0
199850239	199851507	0
199865975	199867243	0
199942279	199943547	0
199988869	199990137	0
200084524	200085792	0
199727619	199725277	0
200043894	200046245	0
200046244	200043893	0
199393714	199395432	0
199395434	199393710	0
37551226	37552386	0
199011575	199009236	0
199586350	199583636	0
199599392	199600648	0
199689503	199691059	0
199408751	199410232	0
198997775	198999043	0
199005643	199006911	0
199013511	199014779	0
199025657	199026925	0
199033525	199034793	0
199041389	199042657	0
199056744	199058012	0
199080349	199081617	0
199088217	199089485	0
199096085	199097353	0
199111097	199112365	0
199118965	199120233	0
199142568	199143836	0
199150436	199151704	0
199158304	199159572	0
199166172	199167440	0
199174040	199175308	0
199189776	199191044	0
199197644	199198912	0
199205524	199206792	0
199213392	199214660	0
199221260	199222528	0
199236996	199238264	0
199244864	199246132	0
199252732	199254000	0
199275605	199276873	0
199283473	199284741	0
199291341	199292609	0
199299209	199300477	0
199319476	199320744	0
199327330	199328598	0
199366431	199367699	0
199389298	199390566	0
199404312	199405580	0
199448573	199449841	0
199463028	199464296	0
199478037	199479305	0
199493772	199495040	0
199548495	199549763	0
199556350	199557618	0
199564205	199565473	0
199587053	199588321	0
199594953	199596221	0
199609735	199611003	0
199625496	199626764	0
199685065	199686333	0
199700743	199702011	0
199766387	199767655	0
199781392	199782660	0
199789260	199790528	0
199827794	199829062	0
199965286	199966554	0
199973139	199974407	0
199981007	199982275	0
200061724	200062992	0
200092392	200093660	0
199064612	199065880	0
199126833	199128101	0
199134701	199135969	0
199181908	199183176	0
199229128	199230396	0
199267737	199269005	0
199350704	199351972	0
199358566	199359834	0
199381430	199382698	0
199485904	199487172	0
199516653	199517921	0
199617604	199618872	0
199648374	199649642	0
199663155	199664423	0
199670955	199672220	0
199692875	199694143	0
199713701	199714969	0
199735842	199737110	0
199750758	199752026	0
199797126	199798394	0
199819938	199821206	0
199858107	199859375	0
199888195	199889463	0
199896063	199897331	0
199934411	199935679	0
200018320	200019588	0
200026191	200027459	0
200039468	200040736	0
200076675	200077943	0
200146970	200148238	0
199833702	199832197	0
199691057	199689468	0
299288728	299285918	0
199312873	199311740	0
199393736	199395418	0
199045827	199046903	0
199935675	199934437	0
199073744	199072506	0
199691058	199689502	0
199410231	199408750	0
199725278	199727620	0
198997775	198999043	0
199005643	199006911	0
199013511	199014779	0
199025657	199026925	0
199033525	199034793	0
199041389	199042657	0
199056744	199058012	0
199080349	199081617	0
199088217	199089485	0
199096085	199097353	0
199111097	199112365	0
199118965	199120233	0
199142568	199143836	0
199150436	199151704	0
199158304	199159572	0
199166172	199167440	0
199174040	199175308	0
199189776	199191044	0
199197644	199198912	0
199205524	199206792	0
199213392	199214660	0
199221260	199222528	0
199236996	199238264	0
199244864	199246132	0
199252732	199254000	0
199275605	199276873	0
199283473	199284741	0
199291341	199292609	0
199299209	199300477	0
199319476	199320744	0
199327330	199328598	0
199366431	199367699	0
199389298	199390566	0
199404312	199405580	0
199448573	199449841	0
199463028	199464296	0
199478037	199479305	0
199493772	199495040	0
199548495	199549763	0
199556350	199557618	0
199564205	199565473	0
199587053	199588321	0
199594953	199596221	0
199609735	199611003	0
199625496	199626764	0
199685065	199686333	0
199700743	199702011	0
199766387	199767655	0
199781392	199782660	0
199789260	199790528	0
199827794	199829062	0
199965286	199966554	0
199973139	199974407	0
199981007	199982275	0
200061724	200062992	0
200092392	200093660	0
199648417	199649688	0
199648417	199649688	0
199771877	199770831	0
200043894	200046245	0
200040732	200039494	0
200004565	200003327	0
199990133	199988895	0
199867239	199866001	0
199798390	199797152	0
199672216	199670981	0
199390562	199389324	0
200004565	200003327	0
199935675	199934437	0
199073744	199072506	0
199045827	199046903	0
200196233	200197474	0
199009238	199011574	0
37552393	37551224	0
37552395	37551226	0
329874211	329873120	0
200187736	200188917	0
199393714	199395432	0
199689503	199691059	0
200283893	200282676	0
200197448	200196222	0
199312873	199311740	0
200027455	200026217	0
200019584	200018346	0
199966550	199965312	0
199943543	199942305	0
199851503	199850265	0
199829058	199827820	0
199821202	199819964	0
199737106	199735868	0
199714965	199713727	0
199694139	199692901	0
199664419	199663181	0
199596217	199594979	0
199517917	199516679	0
199502904	199501666	0
199487168	199485930	0
199382694	199381456	0
199359830	199358592	0
199269001	199267763	0
199246128	199244890	0
199230392	199229154	0
199183172	199181934	0
199135965	199134727	0
199128097	199126859	0
199065876	199064638	0
200040732	200039494	0
199990133	199988895	0
199867239	199866001	0
199798390	199797152	0
199672216	199670981	0
199390562	199389324	0
200196233	200197474	0
199599392	199600648	0
199011575	199009236	0
199393736	199395418	0
200283893	200282676	0
200148234	200146996	0
200093656	200092418	0
200085788	200084550	0
200077939	200076701	0
200062988	200061750	0
199982271	199981033	0
199974403	199973165	0
199897327	199896089	0
199889459	199888221	0
199859371	199858133	0
199790524	199789286	0
199782656	199781418	0
199767651	199766413	0
199752022	199750784	0
199702007	199700769	0
199686329	199685091	0
199626760	199625522	0
199618868	199617630	0
199610999	199609761	0
199588317	199587079	0
199565469	199564231	0
199557614	199556376	0
199549759	199548521	0
199495036	199493798	0
199479301	199478063	0
199464292	199463054	0
199449837	199448599	0
199405576	199404338	0
199367695	199366457	0
199351968	199350730	0
199328594	199327356	0
199320740	199319502	0
199300473	199299235	0
199292605	199291367	0
199284737	199283499	0
199276869	199275631	0
199253996	199252758	0
199238260	199237022	0
199222524	199221286	0
199214656	199213418	0
199206788	199205550	0
199198908	199197670	0
199191040	199189802	0
199175304	199174066	0
199167436	199166198	0
199159568	199158330	0
199151700	199150462	0
199143832	199142594	0
199120229	199118991	0
199112361	199111123	0
199097349	199096111	0
199089481	199088243	0
199081613	199080375	0
199058008	199056770	0
199042653	199041415	0
199034789	199033551	0
199026921	199025683	0
199014775	199013537	0
199006907	199005669	0
198999039	198997801	0
200027455	200026217	0
200019584	200018346	0
199966550	199965312	0
199943543	199942305	0
199851503	199850265	0
199829058	199827820	0
199821202	199819964	0
199737106	199735868	0
199714965	199713727	0
199694139	199692901	0
199664419	199663181	0
199596217	199594979	0
199517917	199516679	0
199502904	199501666	0
199487168	199485930	0
199382694	199381456	0
199359830	199358592	0
199269001	199267763	0
199246128	199244890	0
199230392	199229154	0
199183172	199181934	0
199135965	199134727	0
199128097	199126859	0
199065876	199064638	0
199009238	199011574	0
199990134	199988908	0
199935676	199934450	0
199829059	199827833	0
199752023	199750797	0
199183173	199181947	0
200197448	200196222	0
299288640	299285878	0
200148234	200146996	0
200093656	200092418	0
200085788	200084550	0
200077939	200076701	0
200062988	200061750	0
199982271	199981033	0
199974403	199973165	0
199897327	199896089	0
199889459	199888221	0
199859371	199858133	0
199790524	199789286	0
199782656	199781418	0
199767651	199766413	0
199752022	199750784	0
199702007	199700769	0
199686329	199685091	0
199626760	199625522	0
199618868	199617630	0
199610999	199609761	0
199588317	199587079	0
199565469	199564231	0
199557614	199556376	0
199549759	199548521	0
199495036	199493798	0
199479301	199478063	0
199464292	199463054	0
199449837	199448599	0
199405576	199404338	0
199367695	199366457	0
199351968	199350730	0
199328594	199327356	0
199320740	199319502	0
199300473	199299235	0
199292605	199291367	0
199284737	199283499	0
199276869	199275631	0
199253996	199252758	0
199238260	199237022	0
199222524	199221286	0
199214656	199213418	0
199206788	199205550	0
199198908	199197670	0
199191040	199189802	0
199175304	199174066	0
199167436	199166198	0
199159568	199158330	0
199151700	199150462	0
199143832	199142594	0
199120229	199118991	0
199112361	199111123	0
199097349	199096111	0
199089481	199088243	0
199081613	199080375	0
199058008	199056770	0
199042653	199041415	0
199034789	199033551	0
199026921	199025683	0
199014775	199013537	0
199006907	199005669	0
198999039	198997801	0
199829078	199827843	0
199942329	199943570	0
200003351	200004592	0
200196226	200197449	0
200196226	200197449	0
200148235	200147009	0
200085789	200084563	0
200077940	200076714	0
200040733	200039507	0
200027456	200026230	0
200019585	200018359	0
200004566	200003340	0
199966551	199965325	0
199943544	199942318	0
199889460	199888234	0
199867240	199866014	0
199851504	199850278	0
199821203	199819977	0
199798391	199797165	0
199782657	199781431	0
199737107	199735881	0
199694140	199692914	0
199672217	199670994	0
199664420	199663194	0
199649639	199648413	0
199596218	199594992	0
199565470	199564244	0
199502905	199501679	0
199390563	199389337	0
199351969	199350743	0
199246129	199244903	0
199135966	199134740	0
199073745	199072519	0
199034790	199033564	0
200004585	200003350	0
199990153	199988918	0
199943563	199942328	0
199798410	199797175	0
199752042	199750807	0
199737126	199735891	0
199714985	199713750	0
199694159	199692924	0
199487188	199485953	0
199390582	199389347	0
199382714	199381479	0
199829078	199827843	0
199389348	199390589	0
199671005	199672243	0
199692925	199694166	0
199713751	199714992	0
199735892	199737133	0
199797176	199798417	0
199827844	199829085	0
199850289	199851530	0
199988919	199990160	0
199942329	199943570	0
200003351	200004592	0
329874212	329873166	0
200197449	200196232	0
199311773	199312876	0
200093657	200092431	0
200062989	200061763	0
199982272	199981046	0
199974404	199973178	0
199897328	199896102	0
199859372	199858146	0
199790525	199789299	0
199767652	199766426	0
199714966	199713740	0
199702008	199700782	0
199686330	199685104	0
199626761	199625535	0
199618869	199617643	0
199611000	199609774	0
199588318	199587092	0
199557615	199556389	0
199549760	199548534	0
199517918	199516692	0
199495037	199493811	0
199487169	199485943	0
199479302	199478076	0
199464293	199463067	0
199449838	199448612	0
199405577	199404351	0
199382695	199381469	0
199367696	199366470	0
199359831	199358605	0
199328595	199327369	0
199320741	199319515	0
199300474	199299248	0
199292606	199291380	0
199284738	199283512	0
199276870	199275644	0
199269002	199267776	0
199253997	199252771	0
199238261	199237035	0
199230393	199229167	0
199222525	199221299	0
199214657	199213431	0
199206789	199205563	0
199198909	199197683	0
199191041	199189815	0
199175305	199174079	0
199167437	199166211	0
199159569	199158343	0
199151701	199150475	0
199143833	199142607	0
199128098	199126872	0
199120230	199119004	0
199112362	199111136	0
199097350	199096124	0
199089482	199088256	0
199081614	199080388	0
199065877	199064651	0
199058009	199056783	0
199042654	199041428	0
199026922	199025696	0
199014776	199013550	0
199006908	199005682	0
198999040	198997814	0
199990134	199988908	0
199935676	199934450	0
199829059	199827833	0
199752023	199750797	0
199183173	199181947	0
199009239	199011575	0
200148254	200147019	0
200085808	200084573	0
200077959	200076724	0
200040752	200039517	0
200027475	200026240	0
199935695	199934460	0
199867259	199866024	0
199859391	199858156	0
199851523	199850288	0
199821222	199819987	0
199782676	199781441	0
199672236	199671004	0
199649658	199648423	0
199618888	199617653	0
199565489	199564254	0
199351988	199350753	0
199269021	199267786	0
199246148	199244913	0
199183192	199181957	0
199128117	199126882	0
199073764	199072529	0
199034809	199033574	0
200004585	200003350	0
199990153	199988918	0
199943563	199942328	0
199798410	199797175	0
199752042	199750807	0
199737126	199735891	0
199714985	199713750	0
199694159	199692924	0
199487188	199485953	0
199390582	199389347	0
199382714	199381479	0
199064662	199065903	0
199072530	199073771	0
199134751	199135992	0
199166222	199167463	0
199229178	199230419	0
199244914	199246155	0
199267787	199269028	0
199350754	199351995	0
199358616	199359857	0
199381480	199382721	0
199485954	199487195	0
199501690	199502931	0
199516703	199517944	0
199617654	199618895	0
199648424	199649665	0
199750808	199752049	0
199819988	199821229	0
199858157	199859398	0
199866025	199867266	0
199896113	199897354	0
199934461	199935702	0
200039518	200040759	0
200084574	200085815	0
200147020	200148261	0
199389348	199390589	0
199671005	199672243	0
199692925	199694166	0
199713751	199714992	0
199735892	199737133	0
199797176	199798417	0
199827844	199829085	0
199850289	199851530	0
199988919	199990160	0
199312892	199311774	0
199311775	199312899	0
329873165	329874211	0
200197449	200196232	0
200148235	200147009	0
200085789	200084563	0
200077940	200076714	0
200040733	200039507	0
200027456	200026230	0
200019585	200018359	0
200004566	200003340	0
199966551	199965325	0
199943544	199942318	0
199889460	199888234	0
199867240	199866014	0
199851504	199850278	0
199821203	199819977	0
199798391	199797165	0
199782657	199781431	0
199737107	199735881	0
199694140	199692914	0
199672217	199670994	0
199664420	199663194	0
199649639	199648413	0
199596218	199594992	0
199565470	199564244	0
199502905	199501679	0
199390563	199389337	0
199351969	199350743	0
199246129	199244903	0
199135966	199134740	0
199073745	199072519	0
199034790	199033564	0
299285897	299288641	0
199312872	199311772	0
200093676	200092441	0
200063008	200061773	0
200019604	200018369	0
199982291	199981056	0
199974423	199973188	0
199897347	199896112	0
199889479	199888244	0
199790544	199789309	0
199767671	199766436	0
199702027	199700792	0
199686349	199685114	0
199664439	199663204	0
199626780	199625545	0
199611019	199609784	0
199596237	199595002	0
199588337	199587102	0
199557634	199556399	0
199549779	199548544	0
199517937	199516702	0
199502924	199501689	0
199495056	199493821	0
199479321	199478086	0
199464312	199463077	0
199449857	199448622	0
199405596	199404361	0
199367715	199366480	0
199359850	199358615	0
199328614	199327379	0
199320760	199319525	0
199300493	199299258	0
199292625	199291390	0
199284757	199283522	0
199276889	199275654	0
199254016	199252781	0
199238280	199237045	0
199230412	199229177	0
199222544	199221309	0
199214676	199213441	0
199206808	199205573	0
199198928	199197693	0
199191060	199189825	0
199175324	199174089	0
199167456	199166221	0
199159588	199158353	0
199151720	199150485	0
199143852	199142617	0
199135985	199134750	0
199120249	199119014	0
199112381	199111146	0
199097369	199096134	0
199089501	199088266	0
199081633	199080398	0
199065896	199064661	0
199058028	199056793	0
199042673	199041438	0
199026941	199025706	0
199014795	199013560	0
199006927	199005692	0
198999059	198997824	0
200148254	200147019	0
200085808	200084573	0
200077959	200076724	0
200040752	200039517	0
200027475	200026240	0
199935695	199934460	0
199867259	199866024	0
199859391	199858156	0
199851523	199850288	0
199821222	199819987	0
199782676	199781441	0
199672236	199671004	0
199649658	199648423	0
199618888	199617653	0
199565489	199564254	0
199351988	199350753	0
199269021	199267786	0
199246148	199244913	0
199183192	199181957	0
199128117	199126882	0
199073764	199072529	0
199034809	199033574	0
199311773	199312876	0
198997825	198999066	0
199005693	199006934	0
199013561	199014802	0
199025707	199026948	0
199033575	199034816	0
199041439	199042680	0
199056794	199058035	0
199080399	199081640	0
199088267	199089508	0
199096135	199097376	0
199111147	199112388	0
199119015	199120256	0
199126883	199128124	0
199142618	199143859	0
199150486	199151727	0
199158354	199159595	0
199174090	199175331	0
199181958	199183199	0
199189826	199191067	0
199197694	199198935	0
199205574	199206815	0
199213442	199214683	0
199221310	199222551	0
199237046	199238287	0
199252782	199254023	0
199275655	199276896	0
199283523	199284764	0
199291391	199292632	0
199299259	199300500	0
199319526	199320767	0
199327380	199328621	0
199366481	199367722	0
199404362	199405603	0
199448623	199449864	0
199463078	199464319	0
199478087	199479328	0
199493822	199495063	0
199548545	199549786	0
199556400	199557641	0
199564255	199565496	0
199587103	199588344	0
199595003	199596244	0
199609785	199611026	0
199625546	199626787	0
199663205	199664446	0
199685115	199686356	0
199700793	199702034	0
199766437	199767678	0
199781442	199782683	0
199789310	199790551	0
199888245	199889486	0
199973189	199974430	0
199981057	199982298	0
200018370	200019611	0
200026241	200027482	0
200061774	200063015	0
200076725	200077966	0
200092442	200093683	0
199064662	199065903	0
199072530	199073771	0
199134751	199135992	0
199166222	199167463	0
199229178	199230419	0
199244914	199246155	0
199267787	199269028	0
199350754	199351995	0
199358616	199359857	0
199381480	199382721	0
199485954	199487195	0
199501690	199502931	0
199516703	199517944	0
199617654	199618895	0
199648424	199649665	0
199750808	199752049	0
199819988	199821229	0
199858157	199859398	0
199866025	199867266	0
199896113	199897354	0
199934461	199935702	0
200039518	200040759	0
200084574	200085815	0
200147020	200148261	0
199312892	199311774	0
199311775	199312899	0
299288663	299285928	0
199009239	199011575	0
329874210	329873167	0
199827837	199829060	0
200003344	200004567	0
199827837	199829060	0
200003344	200004567	0
200093657	200092431	0
200062989	200061763	0
199982272	199981046	0
199974404	199973178	0
199897328	199896102	0
199859372	199858146	0
199790525	199789299	0
199767652	199766426	0
199714966	199713740	0
199702008	199700782	0
199686330	199685104	0
199626761	199625535	0
199618869	199617643	0
199611000	199609774	0
199588318	199587092	0
199557615	199556389	0
199549760	199548534	0
199517918	199516692	0
199495037	199493811	0
199487169	199485943	0
199479302	199478076	0
199464293	199463067	0
199449838	199448612	0
199405577	199404351	0
199382695	199381469	0
199367696	199366470	0
199359831	199358605	0
199328595	199327369	0
199320741	199319515	0
199300474	199299248	0
199292606	199291380	0
199284738	199283512	0
199276870	199275644	0
199269002	199267776	0
199253997	199252771	0
199238261	199237035	0
199230393	199229167	0
199222525	199221299	0
199214657	199213431	0
199206789	199205563	0
199198909	199197683	0
199191041	199189815	0
199175305	199174079	0
199167437	199166211	0
199159569	199158343	0
199151701	199150475	0
199143833	199142607	0
199128098	199126872	0
199120230	199119004	0
199112362	199111136	0
199097350	199096124	0
199089482	199088256	0
199081614	199080388	0
199065877	199064651	0
199058009	199056783	0
199042654	199041428	0
199026922	199025696	0
199014776	199013550	0
199006908	199005682	0
198999040	198997814	0
200093676	200092441	0
200063008	200061773	0
200019604	200018369	0
199982291	199981056	0
199974423	199973188	0
199897347	199896112	0
199889479	199888244	0
199790544	199789309	0
199767671	199766436	0
199702027	199700792	0
199686349	199685114	0
199664439	199663204	0
199626780	199625545	0
199611019	199609784	0
199596237	199595002	0
199588337	199587102	0
199557634	199556399	0
199549779	199548544	0
199517937	199516702	0
199502924	199501689	0
199495056	199493821	0
199479321	199478086	0
199464312	199463077	0
199449857	199448622	0
199405596	199404361	0
199367715	199366480	0
199359850	199358615	0
199328614	199327379	0
199320760	199319525	0
199300493	199299258	0
199292625	199291390	0
199284757	199283522	0
199276889	199275654	0
199254016	199252781	0
199238280	199237045	0
199230412	199229177	0
199222544	199221309	0
199214676	199213441	0
199206808	199205573	0
199198928	199197693	0
199191060	199189825	0
199175324	199174089	0
199167456	199166221	0
199159588	199158353	0
199151720	199150485	0
199143852	199142617	0
199135985	199134750	0
199120249	199119014	0
199112381	199111146	0
199097369	199096134	0
199089501	199088266	0
199081633	199080398	0
199065896	199064661	0
199058028	199056793	0
199042673	199041438	0
199026941	199025706	0
199014795	199013560	0
199006927	199005692	0
198999059	198997824	0
198997825	198999066	0
199005693	199006934	0
199013561	199014802	0
199025707	199026948	0
199033575	199034816	0
199041439	199042680	0
199056794	199058035	0
199080399	199081640	0
199088267	199089508	0
199096135	199097376	0
199111147	199112388	0
199119015	199120256	0
199126883	199128124	0
199142618	199143859	0
199150486	199151727	0
199158354	199159595	0
199174090	199175331	0
199181958	199183199	0
199189826	199191067	0
199197694	199198935	0
199205574	199206815	0
199213442	199214683	0
199221310	199222551	0
199237046	199238287	0
199252782	199254023	0
199275655	199276896	0
199283523	199284764	0
199291391	199292632	0
199299259	199300500	0
199319526	199320767	0
199327380	199328621	0
199366481	199367722	0
199404362	199405603	0
199448623	199449864	0
199463078	199464319	0
199478087	199479328	0
199493822	199495063	0
199548545	199549786	0
199556400	199557641	0
199564255	199565496	0
199587103	199588344	0
199595003	199596244	0
199609785	199611026	0
199625546	199626787	0
199663205	199664446	0
199685115	199686356	0
199700793	199702034	0
199766437	199767678	0
199781442	199782683	0
199789310	199790551	0
199888245	199889486	0
199973189	199974430	0
199981057	199982298	0
200018370	200019611	0
200026241	200027482	0
200061774	200063015	0
200076725	200077966	0
200092442	200093683	0
199312872	199311772	0
329873179	329874213	0
199649638	199648424	0
199072523	199073746	0
199181951	199183174	0
199670998	199672218	0
199819981	199821204	0
199072523	199073746	0
199181951	199183174	0
199670998	199672218	0
199819981	199821204	0
199649638	199648424	0
199033568	199034791	0
199158347	199159570	0
199166215	199167438	0
199350747	199351970	0
199381473	199382696	0
199389341	199390564	0
199617647	199618870	0
199663198	199664421	0
199692918	199694141	0
199735885	199737108	0
199750801	199752024	0
199781435	199782658	0
199797169	199798392	0
199866018	199867241	0
199888238	199889461	0
199934454	199935677	0
199942322	199943545	0
200018363	200019586	0
200026234	200027457	0
200039511	200040734	0
200076718	200077941	0
200084567	200085790	0
199033568	199034791	0
199158347	199159570	0
199166215	199167438	0
199350747	199351970	0
199381473	199382696	0
199389341	199390564	0
199617647	199618870	0
199663198	199664421	0
199692918	199694141	0
199735885	199737108	0
199750801	199752024	0
199781435	199782658	0
199797169	199798392	0
199866018	199867241	0
199888238	199889461	0
199934454	199935677	0
199942322	199943545	0
200018363	200019586	0
200026234	200027457	0
200039511	200040734	0
200076718	200077941	0
200084567	200085790	0
299285932	299288643	0
199966552	199965335	0
199965336	199966553	0
198997818	198999041	0
199005686	199006909	0
199013554	199014777	0
199025700	199026923	0
199041432	199042655	0
199056787	199058010	0
199064655	199065878	0
199080392	199081615	0
199088260	199089483	0
199096128	199097351	0
199111140	199112363	0
199119008	199120231	0
199126876	199128099	0
199134744	199135967	0
199142611	199143834	0
199150479	199151702	0
199174083	199175306	0
199189819	199191042	0
199197687	199198910	0
199205567	199206790	0
199213435	199214658	0
199221303	199222526	0
199229171	199230394	0
199237039	199238262	0
199244907	199246130	0
199252775	199253998	0
199267780	199269003	0
199275648	199276871	0
199283516	199284739	0
199291384	199292607	0
199299252	199300475	0
199319519	199320742	0
199327373	199328596	0
199358609	199359832	0
199366474	199367697	0
199404355	199405578	0
199448616	199449839	0
199463071	199464294	0
199478080	199479303	0
199485947	199487170	0
199493815	199495038	0
199501683	199502906	0
199516696	199517919	0
199548538	199549761	0
199556393	199557616	0
199564248	199565471	0
199587096	199588319	0
199594996	199596219	0
199609778	199611001	0
199625539	199626762	0
199685108	199686331	0
199700786	199702009	0
199713744	199714967	0
199766430	199767653	0
199789303	199790526	0
199850282	199851505	0
199858150	199859373	0
199896106	199897329	0
199965329	199966552	0
199973182	199974405	0
199981050	199982273	0
199988912	199990135	0
200061767	200062990	0
200092435	200093658	0
200147013	200148236	0
198997818	198999041	0
199005686	199006909	0
199013554	199014777	0
199025700	199026923	0
199041432	199042655	0
199056787	199058010	0
199064655	199065878	0
199080392	199081615	0
199088260	199089483	0
199096128	199097351	0
199111140	199112363	0
199119008	199120231	0
199126876	199128099	0
199134744	199135967	0
199142611	199143834	0
199150479	199151702	0
199174083	199175306	0
199189819	199191042	0
199197687	199198910	0
199205567	199206790	0
199213435	199214658	0
199221303	199222526	0
199229171	199230394	0
199237039	199238262	0
199244907	199246130	0
199252775	199253998	0
199267780	199269003	0
199275648	199276871	0
199283516	199284739	0
199291384	199292607	0
199299252	199300475	0
199319519	199320742	0
199327373	199328596	0
199358609	199359832	0
199366474	199367697	0
199404355	199405578	0
199448616	199449839	0
199463071	199464294	0
199478080	199479303	0
199485947	199487170	0
199493815	199495038	0
199501683	199502906	0
199516696	199517919	0
199548538	199549761	0
199556393	199557616	0
199564248	199565471	0
199587096	199588319	0
199594996	199596219	0
199609778	199611001	0
199625539	199626762	0
199685108	199686331	0
199700786	199702009	0
199713744	199714967	0
199766430	199767653	0
199789303	199790526	0
199850282	199851505	0
199858150	199859373	0
199896106	199897329	0
199965329	199966552	0
199973182	199974405	0
199981050	199982273	0
199988912	199990135	0
200061767	200062990	0
200092435	200093658	0
200147013	200148236	0
199966552	199965335	0
199965336	199966553	0
73643781	73641997	1
23018294	23016657	1
77531340	77529928	1
4339297	4337471	1
73607498	73605702	1
24139284	24141233	1
54488778	54487042	1
61638231	61636078	1
25424253	25425854	1
25986929	25985469	1
1971345	1969867	1
58008144	58009262	1
58767701	58766685	1
4379515	4381077	1
5420436	5422472	1
1772289	1771267	1
2040588	2039461	1
75906815	75905199	1
6012190	6013464	1
58041799	58042947	1
5078890	5080878	1
1983444	1984568	1
523449	522388	1
23796983	23798320	1
54406184	54404385	1
4435657	4433999	1
269403240	269405912	1
5987073	5988134	1
53534671	53533661	1
81446456	81445401	1
311260992	311262035	1
54990750	54994028	1
57130333	57132510	1
57070077	57071162	1
599738	596115	1
7885403	7884270	1
269403702	269406305	1
4519165	4520298	1
469365	471449	1
1767575	1766085	1
55718107	55716467	1
54825281	54826768	1
72516376	72515054	1
25409853	25410875	1
58206856	58205435	1
2934512	2936896	1
77905706	77904474	1
1779814	1781019	1
4505934	4504801	1
4381073	4379472	1
5321954	5323090	1
1229855	1226979	1
26326109	26327716	1
6800778	6801950	1
57898378	57899874	1
25852213	25850303	1
