Start	End	ACK
199765665	199762900	0
199662433	199659668	0
199547773	199545008	0
199485182	199482417	0
199349982	199347217	0
199949416	199946660	0
199892632	199896108	0
200146283	200144010	0
199949436	199946716	0
199547793	199545064	0
199515951	199513222	0
199485202	199482473	0
199607547	199609025	0
199056042	199054387	0
199675317	199676345	0
200203121	200201676	0
199896109	199892597	0
199691074	199689446	0
199583637	199586444	0
199600648	199599335	0
94633290	94635410	0
200282627	200283895	0
200043823	200046312	0
199012789	199011566	0
200083802	200081037	0
199941557	199938792	0
199827072	199824307	0
199750036	199747271	0
199493050	199490285	0
199470174	199467409	0
199306355	199303590	0
199212670	199209905	0
199087495	199084730	0
200203135	200201642	0
200036584	200038758	0
199779003	199780682	0
199011575	199012801	0
199700041	199697282	0
200025489	200022760	0
199350002	199347273	0
200130974	200128188	0
199862474	199865266	0
199599321	199600649	0
200143993	200146275	0
199933689	199930924	0
199865253	199862488	0
199857385	199854620	0
199819216	199816451	0
199788538	199785773	0
199712979	199710214	0
199616882	199614117	0
199500918	199498153	0
199462306	199459541	0
199447851	199445086	0
199388576	199385811	0
199365709	199362947	0
199357844	199355079	0
199334476	199331711	0
199318754	199315989	0
199282751	199279986	0
199274883	199272118	0
199228406	199225641	0
199141846	199139081	0
199133979	199131214	0
199126111	199123346	0
199063890	199061125	0
200091670	200088905	0
199571341	199568576	0
199515931	199513166	0
199417504	199418748	0
199045754	199046905	0
200038765	200036555	0
200017618	200014889	0
199988167	199985438	0
199819236	199816507	0
199571361	199568632	0
199493070	199490341	0
199133999	199131270	0
199949436	199946716	0
199056022	199054355	0
199892632	199896108	0
200187663	200188916	0
200046321	200043859	0
199972458	199969711	0
199689432	199691066	0
199980285	199977520	0
199707902	199705137	0
199624774	199622009	0
199594231	199591466	0
199523799	199521034	0
199298487	199295722	0
199290619	199287854	0
199252010	199249245	0
199244142	199241377	0
199236274	199233509	0
199220538	199217773	0
199204802	199202037	0
199196922	199194157	0
199189054	199186289	0
199181186	199178421	0
199165450	199162685	0
199157582	199154817	0
199149714	199146949	0
199118243	199115478	0
199110375	199107610	0
199095363	199092598	0
199079627	199076862	0
199071758	199068993	0
199032803	199030038	0
199024935	199022170	0
199004921	199002156	0
198997053	198994288	0
199964564	199961799	0
199757904	199755139	0
199586351	199583631	0
199684363	199682582	0
199408680	199410230	0
199993231	199996005	0
329873141	329872107	0
199012789	199011566	0
200083822	200081093	0
199964584	199961855	0
199865273	199862544	0
199857405	199854676	0
199765685	199762956	0
199662453	199659724	0
199470194	199467465	0
199388596	199385867	0
199306375	199303646	0
199157602	199154873	0
199141866	199139137	0
200091690	200088961	0
199770752	199771879	0
199644872	199647319	0
199011575	199012801	0
200243784	200242741	0
200243784	200242741	0
199647299	199644888	0
199418736	199417504	0
199771878	199770790	0
199833751	199832231	0
199056022	199054355	0
199988147	199985382	0
200025469	200022704	0
200017598	200014833	0
199972420	199969655	0
199765665	199762900	0
199662433	199659668	0
199547773	199545008	0
199485182	199482417	0
199349982	199347217	0
199644874	199647303	0
329872108	329873133	0
199692153	199691056	0
199684343	199682577	0
199040687	199038111	0
199046934	199045792	0
200130994	200128265	0
199980305	199977576	0
199941577	199938848	0
199827092	199824363	0
199788558	199785829	0
199757924	199755195	0
199750056	199747327	0
199712999	199710270	0
199707922	199705193	0
199624794	199622065	0
199616902	199614173	0
199523819	199521090	0
199462326	199459597	0
199447871	199445142	0
199365729	199363003	0
199357864	199355135	0
199318774	199316045	0
199282771	199280042	0
199274903	199272174	0
199228426	199225697	0
199126131	199123402	0
199118263	199115534	0
199087515	199084786	0
199063910	199061181	0
199547793	199545064	0
199515951	199513222	0
199485202	199482473	0
199267015	199264712	0
199599319	199600659	0
199969641	199972433	0
199832161	199833702	0
199647313	199644944	0
200036584	200038758	0
94635409	94633289	0
200083802	200081037	0
199941557	199938792	0
199827072	199824307	0
199750036	199747271	0
199493050	199490285	0
199470174	199467409	0
199306355	199303590	0
199212670	199209905	0
199087495	199084730	0
199054385	199056034	0
199885641	199887485	0
199267034	199264701	0
199933709	199930980	0
199594251	199591522	0
199500938	199498209	0
199334496	199331767	0
199298507	199295778	0
199290639	199287910	0
199252030	199249301	0
199244162	199241433	0
199236294	199233565	0
199220558	199217829	0
199212690	199209961	0
199204822	199202093	0
199196942	199194213	0
199189074	199186345	0
199181206	199178477	0
199173338	199170609	0
199165470	199162741	0
199149734	199147005	0
199110395	199107666	0
199095383	199092654	0
199079647	199076918	0
199071778	199069049	0
199032823	199030094	0
199024955	199022226	0
199004941	199002212	0
198997073	198994344	0
200025489	200022760	0
199350002	199347273	0
200242742	200243782	0
200242742	200243782	0
199609032	199607554	0
199609032	199607554	0
199418736	199417504	0
199933689	199930924	0
199865253	199862488	0
199857385	199854620	0
199819216	199816451	0
199788538	199785773	0
199712979	199710214	0
199616882	199614117	0
199500918	199498153	0
199462306	199459541	0
199447851	199445086	0
199388576	199385811	0
199365709	199362947	0
199357844	199355079	0
199334476	199331711	0
199318754	199315989	0
199282751	199279986	0
199274883	199272118	0
199228406	199225641	0
199141846	199139081	0
199133979	199131214	0
199126111	199123346	0
199063890	199061125	0
199779003	199780682	0
199993229	199996003	0
199378834	199380720	0
200017618	200014889	0
199988167	199985438	0
199819236	199816507	0
199571361	199568632	0
199493070	199490341	0
199133999	199131270	0
200201677	200203122	0
199862474	199865266	0
199264733	199267027	0
199692153	199691056	0
199832159	199833703	0
200146263	200144011	0
37551230	37552429	0
200083821	200081059	0
199972439	199969677	0
199964583	199961821	0
199819235	199816473	0
199547792	199545030	0
199485201	199482439	0
199980285	199977520	0
199707902	199705137	0
199624774	199622009	0
199594231	199591466	0
199523799	199521034	0
199298487	199295722	0
199290619	199287854	0
199252010	199249245	0
199244142	199241377	0
199236274	199233509	0
199220538	199217773	0
199204802	199202037	0
199196922	199194157	0
199189054	199186289	0
199181186	199178421	0
199165450	199162685	0
199157582	199154817	0
199149714	199146949	0
199118243	199115478	0
199110375	199107610	0
199095363	199092598	0
199079627	199076862	0
199071758	199068993	0
199032803	199030038	0
199024935	199022170	0
199004921	199002156	0
198997053	198994288	0
199647299	199644888	0
199586351	199583631	0
199727651	199725243	0
200083822	200081093	0
199964584	199961855	0
199865273	199862544	0
199857405	199854676	0
199765685	199762956	0
199662453	199659724	0
199470194	199467465	0
199388596	199385867	0
199306375	199303646	0
199157602	199154873	0
199141866	199139137	0
200146282	200144000	0
199600659	199599391	0
200188918	200187701	0
199689430	199691058	0
199644872	199647319	0
200091689	200088927	0
199788557	199785795	0
199350001	199347239	0
199988147	199985382	0
199849517	199848285	0
199993231	199996005	0
200046321	200043859	0
200130994	200128265	0
199980305	199977576	0
199941577	199938848	0
199827092	199824363	0
199788558	199785829	0
199757924	199755195	0
199712999	199710270	0
199707922	199705193	0
199624794	199622065	0
199616902	199614173	0
199523819	199521090	0
199462326	199459597	0
199447871	199445142	0
199365729	199363003	0
199357864	199355135	0
199318774	199316045	0
199282771	199280042	0
199274903	199272174	0
199228426	199225697	0
199126131	199123402	0
199118263	199115534	0
199087515	199084786	0
199063910	199061181	0
199040687	199038111	0
200203135	200201642	0
199011615	199009237	0
199644874	199647303	0
199780670	199779012	0
199267034	199264701	0
199684343	199682577	0
94633295	94635370	0
199380708	199378831	0
200130993	200128231	0
199949435	199946682	0
199941576	199938814	0
199857404	199854642	0
199515950	199513188	0
199133998	199131236	0
200088962	200091682	0
199993229	199996003	0
199323828	199325921	0
200038746	200036596	0
199933709	199930980	0
199594251	199591522	0
199500938	199498209	0
199334496	199331767	0
199298507	199295778	0
199290639	199287910	0
199252030	199249301	0
199244162	199241433	0
199236294	199233565	0
199220558	199217829	0
199212690	199209961	0
199204822	199202093	0
199196942	199194213	0
199189074	199186345	0
199181206	199178477	0
199173338	199170609	0
199165470	199162741	0
199149734	199147005	0
199110395	199107666	0
199095383	199092654	0
199079647	199076918	0
199071778	199069049	0
199032823	199030094	0
199024955	199022226	0
199004941	199002212	0
198997073	198994344	0
199885641	199887485	0
199771882	199770824	0
199996006	199993301	0
200025488	200022726	0
199988166	199985404	0
199980304	199977542	0
199865272	199862510	0
199827091	199824329	0
199765684	199762922	0
199757923	199755161	0
199750055	199747293	0
199707921	199705159	0
199700040	199697278	0
199493069	199490307	0
199334495	199331733	0
199212689	199209927	0
199054385	199056034	0
199513223	199515943	0
199545065	199547785	0
199568633	199571353	0
199946717	199949428	0
199264733	199267027	0
199887473	199885659	0
199780670	199779012	0
200203121	200201676	0
199750056	199747327	0
199849517	199848285	0
200046251	200043837	0
199725207	199727621	0
200188916	200187735	0
199056041	199054371	0
199056041	199054371	0
199378834	199380720	0
199600649	199599357	0
199586331	199583629	0
200017617	200014855	0
199933708	199930946	0
199624793	199622031	0
199616901	199614139	0
199594250	199591488	0
199523818	199521056	0
199500937	199498175	0
199470193	199467431	0
199462325	199459563	0
199388595	199385833	0
199365728	199362969	0
199357863	199355101	0
199318773	199316011	0
199306374	199303612	0
199298506	199295744	0
199274902	199272140	0
199157601	199154839	0
199087514	199084752	0
199063909	199061147	0
200083821	200081059	0
199972439	199969677	0
199964583	199961821	0
199819235	199816473	0
199547792	199545030	0
199485201	199482439	0
199583632	199586343	0
199553037	199555640	0
200146282	200144000	0
199395420	199393735	0
199347274	199349994	0
199459598	199462318	0
199467466	199470186	0
199482474	199485194	0
199961856	199964576	0
199977577	199980297	0
199985439	199988159	0
200014890	200017610	0
200081094	200083814	0
199816508	199819228	0
199727620	199725221	0
200146263	200144011	0
200075278	200073296	0
199647313	199644944	0
94635369	94633282	0
199832159	199833703	0
199011577	199009157	0
199712998	199710236	0
199662452	199659690	0
199571360	199568598	0
199447870	199445108	0
199290638	199287876	0
199282770	199280008	0
199252029	199249267	0
199244161	199241399	0
199236293	199233531	0
199228425	199225663	0
199220557	199217795	0
199204821	199202059	0
199196941	199194179	0
199189073	199186311	0
199181205	199178443	0
199173337	199170575	0
199165469	199162707	0
199149733	199146971	0
199141865	199139103	0
199126130	199123368	0
199118262	199115500	0
199110394	199107632	0
199095382	199092620	0
199079646	199076884	0
199071777	199069015	0
199032822	199030060	0
199024954	199022192	0
199004940	199002178	0
198997072	198994310	0
200091689	200088927	0
199788557	199785795	0
199350001	199347239	0
193489678	193491828	0
199131271	199133991	0
199154874	199157594	0
199272175	199274895	0
199331768	199334488	0
199385868	199388588	0
199445143	199447863	0
199762957	199765677	0
199785830	199788550	0
199824364	199827084	0
199854677	199857397	0
199938849	199941569	0
200022761	200025481	0
200128266	200130986	0
199684362	199682584	0
200201677	200203122	0
199038112	199040679	0
94633297	94635366	0
199725205	199727619	0
199689430	199691058	0
199555628	199553037	0
199644945	199647311	0
199727651	199725243	0
199833751	199832231	0
200130993	200128231	0
199949435	199946682	0
199941576	199938814	0
199857404	199854642	0
199515950	199513188	0
199133998	199131236	0
200038746	200036596	0
199560892	199563495	0
199061182	199063902	0
199069050	199071770	0
199084787	199087507	0
199115535	199118255	0
199139138	199141858	0
199209962	199212682	0
199280043	199282763	0
199303647	199306367	0
199316046	199318766	0
199355136	199357856	0
199363004	199365721	0
199490342	199493062	0
199498210	199500930	0
199614174	199616894	0
199622066	199624786	0
199659725	199662445	0
199697313	199700033	0
199705194	199707914	0
199710271	199712991	0
199747328	199750048	0
199862545	199865265	0
200088962	200091682	0
199040667	199038112	0
199770825	199771904	0
199380708	199378831	0
199647300	199644910	0
199771878	199770790	0
200046251	200043837	0
199700021	199697319	0
199996006	199993301	0
200025488	200022726	0
199988166	199985404	0
199980304	199977542	0
199865272	199862510	0
199827091	199824329	0
199765684	199762922	0
199757923	199755161	0
199707921	199705159	0
199700040	199697278	0
199493069	199490307	0
199334495	199331733	0
199212689	199209927	0
199325921	199323900	0
199780689	199779013	0
199780689	199779013	0
200043821	200046247	0
198994345	198997065	0
199002213	199004933	0
199022227	199024947	0
199030095	199032815	0
199076919	199079639	0
199092655	199095375	0
199107667	199110387	0
199123403	199126123	0
199147006	199149726	0
199162742	199165462	0
199170610	199173330	0
199178478	199181198	0
199186346	199189066	0
199194214	199196934	0
199202094	199204814	0
199217830	199220550	0
199225698	199228418	0
199233566	199236286	0
199241434	199244154	0
199249302	199252022	0
199287911	199290631	0
199295779	199298499	0
199521091	199523811	0
199591523	199594243	0
199755196	199757916	0
199930981	199933701	0
199513223	199515943	0
199545065	199547785	0
199568633	199571353	0
199946717	199949428	0
199011615	199009237	0
199323828	199325921	0
199832232	199833743	0
199996002	199993267	0
199410233	199408716	0
199727620	199725221	0
199887473	199885659	0
199173318	199170616	0
199993302	199996004	0
199586331	199583629	0
200017617	200014855	0
199933708	199930946	0
199750055	199747293	0
199624793	199622031	0
199616901	199614139	0
199594250	199591488	0
199523818	199521056	0
199500937	199498175	0
199470193	199467431	0
199462325	199459563	0
199388595	199385833	0
199365728	199362969	0
199357863	199355101	0
199318773	199316011	0
199306374	199303612	0
199298506	199295744	0
199274902	199272140	0
199157601	199154839	0
199087514	199084752	0
199063909	199061147	0
299285931	299288816	0
199725207	199727621	0
199563483	199560892	0
199583632	199586343	0
199347274	199349994	0
199459598	199462318	0
199467466	199470186	0
199482474	199485194	0
199961856	199964576	0
199977577	199980297	0
199985439	199988159	0
200014890	200017610	0
200081094	200083814	0
199553037	199555640	0
199816508	199819228	0
281757714	281758721	0
199684362	199682584	0
